lakeid,year4,daynum,sampledate,sta,secnview,timeon,timeoff,airtemp,windir,windspd,waveht,cloud,ice
TB,1998,153,1998-06-02,1,0.9,1400,1500,16,N,8,1,85,
TB,1998,168,1998-06-17,1,1.3,1340,1500,30,,0,0,95,
TB,1998,182,1998-07-01,1,1.2,845,935,24.5,NW,3,1,0,
TB,1998,195,1998-07-14,1,1.3,1010,1130,22,,0,0,100,
TB,1998,208,1998-07-27,1,1,1310,1400,25,S,12,1,10,
TB,1998,222,1998-08-10,1,1.8,1400,1550,27,W,8,1,10,
TB,1998,239,1998-08-27,1,1.7,850,935,24,,0,0,0,
TB,1998,253,1998-09-10,1,1,930,1115,20.5,VAR,3,0,0,
TB,1998,266,1998-09-23,1,0.7,1355,1445,19,VAR,3,0,50,
TB,1998,279,1998-10-06,1,0.7,1345,1525,12,VAR,10,0,100,
TB,1998,292,1998-10-19,1,1.1,1430,1525,9,VAR,10,0,100,
TB,1998,316,1998-11-12,1,0.9,1350,1515,-1,,0,0,10,
TB,1999,22,1999-01-22,1,0.6,950,1120,-3,,0,,100,1
TB,1999,22,1999-01-22,1,,,,,,,,,1
TB,1999,55,1999-02-24,1,0.6,1350,1450,-1,E,5,,100,1
TB,1999,55,1999-02-24,1,,,,,,,,,1
TB,1999,82,1999-03-23,1,0.9,1250,1400,9,W,5,,5,1
TB,1999,82,1999-03-23,1,,,,,,,,,1
TB,1999,126,1999-05-06,1,0.9,915,1139,14.1,,0,0,100,
TB,1999,126,1999-05-06,1,,,,,,,,,
TB,1999,138,1999-05-18,1,0.8,1304,1422,25,NE,3,0,50,
TB,1999,138,1999-05-18,1,,,,,,,,,
TB,1999,154,1999-06-03,1,1.1,1541,1718,26.3,,0,0,15,
TB,1999,165,1999-06-14,1,1.6,1325,1429,18.2,E,8,1,95,
TB,1999,165,1999-06-14,1,,,,,,,,,
TB,1999,182,1999-07-01,1,1,1618,1808,24.4,,0,0,60,
TB,1999,182,1999-07-01,1,,,,,,,,,
TB,1999,193,1999-07-12,1,1.2,1447,1541,27.7,E,1,2,25,
TB,1999,193,1999-07-12,1,,,,,,,,,
TB,1999,207,1999-07-26,1,1,1350,1523,28.3,S,8,3,0,
TB,1999,207,1999-07-26,1,,,,,,,,,
TB,1999,223,1999-08-11,1,1.1,1330,1426,23.1,NW,4,1,60,
TB,1999,223,1999-08-11,1,,,,,,,,,
TB,1999,238,1999-08-26,1,0.9,938,1143,27.8,,0,0,0,
TB,1999,253,1999-09-10,1,0.5,947,1042,10.1,W,8,2,100,
TB,1999,263,1999-09-20,1,0.6,1044,1227,10.4,NW,18,2,30,
TB,1999,279,1999-10-06,1,0.6,1339,1430,8.1,NW,3,1,0,
TB,1999,294,1999-10-21,1,0.9,953,1132,10.5,,0,0,5,
TB,1999,308,1999-11-04,1,0.9,1326,1448,10,,0,0,100,
TB,2000,27,2000-01-27,1,0.6,1335,1500,-6,,0,,0,1
TB,2000,52,2000-02-21,1,0.7,1105,1235,1,,0,,65,1
TB,2000,96,2000-04-05,1,0.9,1402,1520,9.2,S,5,3,100,
TB,2000,108,2000-04-17,1,0.8,950,1040,1.7,,0,0,100,
TB,2000,124,2000-05-03,1,0.7,1335,1443,24.2,SE,3,1,2,
TB,2000,136,2000-05-15,1,0.7,1403,1442,21,SW,1,1,70,
TB,2000,154,2000-06-02,1,0.8,1349,1515,15,NE,6,1,60,
TB,2000,164,2000-06-12,1,0.5,1337,1539,18.6,N,3,1,100,
TB,2000,178,2000-06-26,1,1,1505,1640,20.2,W,8,1,50,
TB,2000,193,2000-07-11,1,1,1025,1115,26,,0,0,1,
TB,2000,207,2000-07-25,1,0.8,1505,1740,24,W,5,1,65,
TB,2000,222,2000-08-09,1,0.6,1520,1623,25.2,S,3,1,35,
TB,2000,236,2000-08-23,1,0.8,1538,1740,22.7,E,5,1,15,
TB,2000,249,2000-09-05,1,0.7,920,1040,14.5,NE,2,1,0,
TB,2000,264,2000-09-20,1,0.6,957,1145,12.9,W,5,1,98,
TB,2000,278,2000-10-04,1,0.4,1412,1504,13.3,N,3,1,0,
TB,2000,291,2000-10-17,1,0.7,1111,1241,12.2,,0,0,90,
TB,2000,304,2000-10-30,1,0.9,1330,1410,13.6,NW,8,1,80,
TB,2000,319,2000-11-14,1,0.7,1527,1641,0.5,W,5,1,100,
TB,2001,24,2001-01-24,1,1.3,1130,1240,-3,SE,3,,100,1
TB,2001,50,2001-02-19,1,1.3,1335,1435,-3,NE,5,,100,1
TB,2001,93,2001-04-03,1,,1100,1145,4,,0,,0,1
TB,2001,121,2001-05-01,1,0.6,1445,1655,21.1,SSW,2,0,10,
TB,2001,136,2001-05-16,1,0.7,950,1120,23.9,,0,0,5,
TB,2001,150,2001-05-30,1,0.5,1500,1700,21.3,,1,0,0,
TB,2001,163,2001-06-12,1,1,905,1110,23.9,E,2,0,7,
TB,2001,176,2001-06-25,1,0.7,1325,1525,31.6,E,2,0,1,
TB,2001,190,2001-07-09,1,0.8,930,1140,30.3,,0,0,80,
TB,2001,204,2001-07-23,1,0.7,1245,1415,28.4,S,1,0,40,
TB,2001,219,2001-08-07,1,0.9,1325,1430,35.7,,0,0,0,
TB,2001,233,2001-08-21,1,1.2,1400,1625,,,0,0,60,
TB,2001,249,2001-09-06,1,0.7,940,1045,24.5,NNW,3,0,45,
TB,2001,261,2001-09-18,1,0.5,1000,1137,18,S,1,0,100,
TB,2001,274,2001-10-01,1,0.6,924,1015,17,,0,0,5,
TB,2001,289,2001-10-16,1,0.8,934,1042,4.2,,0,0,100,
TB,2001,303,2001-10-30,1,0.5,925,1006,7.5,S,2,1,15,
TB,2001,320,2001-11-16,1,0.8,936,1041,10.3,,0,0,100,
TB,2002,17,2002-01-17,1,0.7,1135,1245,-7,E,3,,60,1
TB,2002,65,2002-03-06,1,1,1340,1500,-3,NW,5,,80,1
TB,2002,102,2002-04-12,1,1,1045,1200,9,SE,3,,70,1
TB,2002,114,2002-04-24,1,0.6,1445,1550,,,0,0,100,
TB,2002,127,2002-05-07,1,0.5,1408,1510,,SW,5,,50,
TB,2002,142,2002-05-22,1,0.8,855,1025,15,VAR,4,1,0,
TB,2002,155,2002-06-04,1,0.7,1015,1100,,,0,0,100,
TB,2002,168,2002-06-17,1,0.7,1305,1435,25,,0,0,15,
TB,2002,182,2002-07-01,1,0.9,1245,1325,34,VAR,4,1,5,
TB,2002,197,2002-07-16,1,0.5,915,1030,27,,0,0,0,
TB,2002,212,2002-07-31,1,1.2,905,1000,26.9,,0,0,95,
TB,2002,224,2002-08-12,1,0.8,1415,1535,25,SE,3,1,95,
TB,2002,239,2002-08-27,1,1,1255,1330,17,,0,0,90,
TB,2002,253,2002-09-10,1,0.9,1330,1510,22,NW,5,0,45,
TB,2002,267,2002-09-24,1,0.4,850,1020,7.5,W,2,0,20,
TB,2002,280,2002-10-07,1,0.5,925,1105,8.7,,0,0,75,
TB,2002,295,2002-10-22,1,0.9,1315,1400,0.5,N,5,0,100,
TB,2002,308,2002-11-04,1,0.6,1455,1610,0.9,,0,0,0,
TB,2003,35,2003-02-04,1,0.8,1235,1355,-13.5,W,4,,30,1
TB,2003,51,2003-02-20,1,1.1,1130,1250,,,0,,0,1
TB,2003,92,2003-04-02,1,0.5,1400,1500,1,N,8,,100,1
TB,2003,125,2003-05-05,1,0.6,1026,1203,12,SE,2,1,100,
TB,2003,132,2003-05-12,1,0.5,1303,1400,17,SW,2,1,20,
TB,2003,147,2003-05-27,1,1.1,1250,1405,27,,0,0,0,
TB,2003,163,2003-06-12,1,0.9,934,1000,23,,0,0,15,
TB,2003,175,2003-06-24,1,0.7,1415,1536,33,,0,0,100,
TB,2003,191,2003-07-10,1,1,910,1013,19,,0,0,100,
TB,2003,202,2003-07-21,1,0.8,845,1020,25,,0,0,95,
TB,2003,217,2003-08-05,1,1,1424,1515,29.5,,0,0,100,
TB,2003,232,2003-08-20,1,1,1520,1745,33,S,2,0,10,
TB,2003,247,2003-09-04,1,0.7,917,1105,,,0,0,40,
TB,2003,262,2003-09-19,1,0.9,935,1140,12.5,WNW,7,1,95,
TB,2003,272,2003-09-29,1,0.8,1245,1430,8.4,WNW,3,1,100,
TB,2003,287,2003-10-14,1,0.9,947,1120,12.2,W,8,1,80,
TB,2003,300,2003-10-27,1,0.9,903,1005,2,S,2,0,60,
TB,2003,311,2003-11-07,1,0.8,1115,1345,-3,WNW,7,2,50,
TB,2004,21,2004-01-21,1,0.9,1040,1145,-2,N,8,,70,1
TB,2004,50,2004-02-19,1,0.9,1250,1355,0,,0,,100,1
TB,2004,89,2004-03-29,1,1,1210,1320,5,SW,3,,100,1
TB,2004,117,2004-04-26,1,0.7,1000,1115,3,N,4,0,100,
TB,2004,134,2004-05-13,1,0.5,1135,1155,10,,0,0,100,
TB,2004,146,2004-05-25,1,0.5,1500,1745,15,SW,3,1,80,
TB,2004,161,2004-06-09,1,0.6,1305,1405,14,,0,0,100,
TB,2004,173,2004-06-21,1,0.4,1400,1525,26,S,3,2,80,
TB,2004,188,2004-07-06,1,0.6,945,1035,13,,0,0,100,
TB,2004,201,2004-07-19,1,0.5,1415,1525,31,,0,0,30,
TB,2004,216,2004-08-03,1,0.5,1305,1355,27,,0,0,95,
TB,2004,230,2004-08-17,1,0.6,1450,1610,22,,0,0,75,
TB,2004,244,2004-08-31,1,0.7,1050,1122,20,,0,0,95,
TB,2004,254,2004-09-10,1,0.8,1400,1630,24.5,NE,3,0,95,
TB,2004,272,2004-09-28,1,0.4,921,1017,13,SSE,6,0,1,
TB,2004,286,2004-10-12,1,0.6,936,1104,13,SE,3,0,30,
TB,2004,300,2004-10-26,1,0.8,938,1024,8,SE,2,0,98,
TB,2004,316,2004-11-11,1,0.6,1317,1437,2.8,,0,0,0,
TB,2005,20,2005-01-20,1,1.1,1225,1345,-4,,0,,100,1
TB,2005,46,2005-02-15,1,0.8,1220,1345,-4,SSE,7,,30,1
TB,2005,90,2005-03-31,1,1.4,1100,1245,3,NW,4,,100,1
TB,2005,108,2005-04-18,1,0.5,1350,1455,23,,0,0,75,
TB,2005,124,2005-05-04,1,0.7,1047,1120,14,,0,0,0,
TB,2005,138,2005-05-18,1,1,1425,1535,,S,1,1,100,
TB,2005,145,2005-05-25,1,,,,,,,,,
TB,2005,152,2005-06-01,1,0.8,1410,1550,28,ESE,3,0,95,
TB,2005,161,2005-06-10,1,,,,,,,,,
TB,2005,167,2005-06-16,1,1.1,1716,1900,20,E,4,0,5,
TB,2005,175,2005-06-24,1,,,,,,,,,
TB,2005,179,2005-06-28,1,0.9,952,1118,29,SSE,2,1,95,
TB,2005,192,2005-07-11,1,0.9,1352,1545,35,,0,0,45,
TB,2005,206,2005-07-25,1,1.3,926,1030,33,,0,0,95,
TB,2005,220,2005-08-08,1,1,1325,1456,30,N,5,1,0,
TB,2005,234,2005-08-22,1,1.2,1351,1435,25,WNW,4,1,1,
TB,2005,251,2005-09-08,1,0.7,1408,1529,21,,0,0,0,
TB,2005,265,2005-09-22,1,0.8,1318,1419,17,N,7,0,100,
TB,2005,278,2005-10-05,1,0.6,1245,1359,20.5,,0,0,100,
TB,2005,292,2005-10-19,1,0.6,955,1029,7.5,NW,4,1,50,
TB,2005,321,2005-11-17,1,0.5,1300,1405,-6,,0,0,30,
TB,2006,12,2006-01-12,1,0.8,1235,1342,3,,0,,5,1
TB,2006,53,2006-02-22,1,1.1,1125,1240,-2,NE,2,,95,1
TB,2006,88,2006-03-29,1,1,1250,1355,6,,0,,0,1
TB,2006,108,2006-04-18,1,0.7,1415,,17,SE,4,1,0,
TB,2006,121,2006-05-01,1,0.9,1320,1415,10,S,1,1,100,
TB,2006,138,2006-05-18,1,0.9,940,1125,8,NW,2,1,80,
TB,2006,152,2006-06-01,1,0.6,1545,1700,28,W,5,1,20,
TB,2006,163,2006-06-12,1,0.7,925,1035,18,SE,4,1,70,
TB,2006,177,2006-06-26,1,0.9,1415,1530,,,0,0,15,
TB,2006,192,2006-07-11,1,0.6,945,1135,25,,0,0,75,
TB,2006,205,2006-07-24,1,0.5,1420,1510,30,,0,0,5,
TB,2006,220,2006-08-08,1,0.9,1430,1535,27,,0,0,0,
TB,2006,234,2006-08-22,1,1.1,1245,1330,24,,0,0,40,
TB,2006,250,2006-09-07,1,1.1,1207,1310,25.5,S,4,0,20,
TB,2006,262,2006-09-19,1,1,909,953,11,W,3,0,100,
TB,2006,275,2006-10-02,1,0.9,900,1009,16,,0,0,0,
TB,2006,290,2006-10-17,1,0.7,1221,1317,11,,0,0,100,
TB,2006,305,2006-11-01,1,1.1,938,1050,9,NW,8,1,20,
TB,2007,23,2007-01-23,1,0.7,1200,1300,-3,SW,4,,70,1
TB,2007,52,2007-02-21,1,0.6,1050,1200,3,,0,,15,1
TB,2007,86,2007-03-27,1,1,1055,1148,5,SE,5,,100,1
TB,2007,115,2007-04-25,1,1,1400,1501,13,,0,0,100,
TB,2007,129,2007-05-09,1,1.1,1405,1500,25,,0,0,40,
TB,2007,142,2007-05-22,1,0.9,1405,1525,26,SE,0,1,20,
TB,2007,156,2007-06-05,1,1.3,1400,1500,16,,0,0,85,
TB,2007,169,2007-06-18,1,0.9,1243,1400,27,S,2,1,50,
TB,2007,186,2007-07-05,1,1,920,955,23,,0,0,1,
TB,2007,198,2007-07-17,1,0.9,1240,1340,25,,0,0,50,
TB,2007,214,2007-08-02,1,1.4,910,958,25,WNW,6,1,0,
TB,2007,225,2007-08-13,1,0.9,845,1020,21,,0,0,0,
TB,2007,241,2007-08-29,1,1.1,836,938,17,,0,0,99,
TB,2007,256,2007-09-13,1,0.9,1404,1522,14,,0,0,100,
TB,2007,269,2007-09-26,1,0.9,1335,1420,15,SE,5,1,2,
TB,2007,282,2007-10-09,1,0.8,951,1105,8,W,11,0,85,
TB,2007,297,2007-10-24,1,1.1,915,958,4,N,5,1,80,
TB,2007,319,2007-11-15,1,0.8,930,1036,-2,NW,6,0,100,
TB,2008,28,2008-01-28,1,1.2,1350,1455,1,,0,,100,1
TB,2008,56,2008-02-25,1,1.4,1300,1415,1,SE,2,,100,1
TB,2008,87,2008-03-27,1,1.1,1335,1425,0,NW,3,,80,1
TB,2008,129,2008-05-08,1,1.1,1505,1616,,,0,0,40,
TB,2008,142,2008-05-21,1,0.8,1130,1210,14,,0,0,20,
TB,2008,155,2008-06-03,1,1.3,1635,1821,20,,0,0,95,
TB,2008,172,2008-06-20,1,1.5,1034,1116,27,,0,0,15,
TB,2008,182,2008-06-30,1,1,1432,1547,24,NW,4,2,0,
TB,2008,198,2008-07-16,1,1,1023,1115,31,,0,0,0,
TB,2008,210,2008-07-28,1,1,1455,1600,33,,0,0,20,
TB,2008,226,2008-08-13,1,1.2,1416,1450,22,,0,0,100,
TB,2008,239,2008-08-26,1,1.1,1426,1605,25,,0,0,0,
TB,2008,255,2008-09-11,1,1,856,930,16,S,5,0,100,
TB,2008,267,2008-09-23,1,1.3,917,1115,20,W,4,0,90,
TB,2008,280,2008-10-06,1,0.8,916,1012,9,SE,4,0,100,
TB,2008,295,2008-10-21,1,0.8,938,1038,7,SE,6,0,5,
TB,2008,316,2008-11-11,1,1.4,1003,1110,-1,E,3,0,10,
TB,2009,22,2009-01-22,1,0.7,1055,1155,-5,,0,,100,1
TB,2009,48,2009-02-17,1,1,1045,1153,1,,0,,90,1
TB,2009,84,2009-03-25,1,1,1145,1250,-1,SE,7,,100,1
TB,2009,118,2009-04-28,1,0.7,1530,1715,13,,0,0,0,
TB,2009,134,2009-05-14,1,0.8,1027,1135,7,SW,2,0,90,
TB,2009,149,2009-05-29,1,0.6,1606,1746,16,NNE,2,0,30,
TB,2009,160,2009-06-09,1,0.9,1225,1344,13,NNW,0,0,100,
TB,2009,173,2009-06-22,1,0.9,1341,1552,29,SE,2,0,65,
TB,2009,187,2009-07-06,1,0.8,1311,1424,22,NW,4,1,0,
TB,2009,202,2009-07-21,1,0.8,1027,1203,21,W,4,0,95,
TB,2009,217,2009-08-05,1,0.6,1013,1121,18,W,5,0,50,
TB,2009,229,2009-08-17,1,1.2,1440,1630,24,NNE,4,0,50,
TB,2009,245,2009-09-02,1,0.9,1327,1426,22,,0,0,3,
TB,2009,258,2009-09-15,1,1.7,1502,1624,23,SE,1,0,40,
TB,2009,271,2009-09-28,1,1.5,935,1022,9,SSW,7,3,95,
TB,2009,285,2009-10-12,1,1.1,856,1033,0,,0,0,100,
TB,2009,300,2009-10-27,1,1.2,1316,1359,7,,0,0,0,
TB,2009,320,2009-11-16,1,0.8,900,1026,4,,0,0,0,
TB,2010,14,2010-01-14,1,0.8,1135,1250,-5,,0,,100,1
TB,2010,53,2010-02-22,1,1,1130,1220,3,,0,,90,1
TB,2010,103,2010-04-13,1,0.9,1529,1630,12,,0,0,100,
TB,2010,116,2010-04-26,1,1.1,1412,1445,16,,0,0,3,
TB,2010,131,2010-05-11,1,0.9,1138,1235,11,,0,0,100,
TB,2010,145,2010-05-25,1,1.1,1410,1535,21,SW,2,0,100,
TB,2010,161,2010-06-10,1,1,945,1140,18,S,4,0,80,
TB,2010,174,2010-06-23,1,1.2,922,1010,24,W,4,0,100,
TB,2010,188,2010-07-07,1,1.2,1410,1534,28,,0,0,70,
TB,2010,203,2010-07-22,1,1.7,840,915,23,,0,0,100,
TB,2010,215,2010-08-03,1,1.1,840,1000,30,NW,3,0,15,
TB,2010,228,2010-08-16,1,1.1,1236,1320,22,N,9,3,60,
TB,2010,244,2010-09-01,1,1.5,1528,1737,26,,0,0,60,
TB,2010,257,2010-09-14,1,1.5,1319,1427,20,SE,2,0,75,
TB,2010,271,2010-09-28,1,1.6,913,1055,13,E,1,0,100,
TB,2010,284,2010-10-11,1,1.2,850,940,14,,0,0,100,
TB,2010,299,2010-10-26,1,1.1,1437,1552,7,SSE,5,2,100,
TB,2010,319,2010-11-15,1,1.1,1009,1139,5,,0,0,100,
TB,2011,24,2011-01-24,1,0.7,1130,1230,-5,,0,,100,
TB,2011,46,2011-02-15,1,0.6,1340,1445,6,S,4,,15,
TB,2011,75,2011-03-16,1,0.9,1025,1135,5,SE,4,,10,
TB,2011,123,2011-05-03,1,0.7,1045,1205,5,,0,0,40,
TB,2011,138,2011-05-18,1,0.7,1000,1105,24,SSE,2,0,90,
TB,2011,152,2011-06-01,1,0.6,1639,1819,19,WNW,8,2,2,
TB,2011,165,2011-06-14,1,0.7,929,1022,24,ESE,3,1,2,
TB,2011,178,2011-06-27,1,0.8,1326,1430,28,NE,2,2,80,
TB,2011,194,2011-07-13,1,1,911,1002,18,NNW,2,1,100,
TB,2011,206,2011-07-25,1,1.1,1347,1505,33,NNE,6,2,10,
TB,2011,221,2011-08-09,1,1.1,1334,1420,23,WSW,10,3,95,
TB,2011,235,2011-08-23,1,1.1,1707,1855,20,,0,0,100,
TB,2011,252,2011-09-09,1,0.8,1427,1525,29,,0,0,5,
TB,2011,263,2011-09-20,1,1,952,1128,19,NNW,6,0,100,
TB,2011,276,2011-10-03,1,0.8,952,1040,19,,0,0,0,
TB,2011,291,2011-10-18,1,0.9,930,1050,8.5,,0,0,95,
TB,2011,305,2011-11-01,1,0.7,1324,1445,9.5,,0,0,45,
TB,2011,315,2011-11-11,1,0.7,1002,1144,3,SSE,3,1,75,
TB,2012,10,2012-01-10,1,0.5,1310,1420,4,,0,,0,
TB,2012,51,2012-02-20,1,0.9,1330,1426,5,,0,,65,
TB,2012,93,2012-04-02,1,0.5,1034,1146,14,SE,5,1,5,
TB,2012,107,2012-04-16,1,0.7,1405,1446,0,,0,1,100,
TB,2012,123,2012-05-02,1,0.7,1410,1520,23,,0,0,15,
TB,2012,136,2012-05-15,1,0.9,1340,1421,21,N,7,1,20,
TB,2012,151,2012-05-30,1,1.1,1257,1424,15,SW,1,1,95,
TB,2012,163,2012-06-11,1,0.7,1316,1405,33,NW,7,4,30,
TB,2012,178,2012-06-26,1,1.1,952,1102,25,NNE,0,0,0,
TB,2012,193,2012-07-11,1,1.1,909,950,25,NE,3,1,0,
TB,2012,205,2012-07-23,1,1.2,1416,1528,34,,0,1,2,
TB,2012,222,2012-08-09,1,1,915,942,18,,0,0,100,
TB,2012,234,2012-08-21,1,0.6,1425,1657,39,SE,3,0,0,
TB,2012,251,2012-09-07,1,0.9,915,1000,21,W,2,0,70,
TB,2012,263,2012-09-19,1,0.7,852,1028,10.5,ENE,3,0,90,
TB,2012,276,2012-10-02,1,0.6,1419,1505,23,WNW,2,0,0,
TB,2012,290,2012-10-16,1,0.7,1458,1610,19,,0,0,70,
TB,2012,304,2012-10-30,1,0.9,1000,1120,,,,,80,
TB,2012,310,2012-11-05,1,0.7,1351,1450,4,,0,0,70,
TR,1981,112,1981-04-22,2,,,,8.8,,,,99,
TR,1981,140,1981-05-20,2,,,,22,,,,95,
TR,1981,154,1981-06-03,2,,,,15.6,SW,,,99,
TR,1981,169,1981-06-18,2,,,,16.5,SW,23,,0,
TR,1981,183,1981-07-02,2,,,,27,S,8,,,
TR,1981,194,1981-07-13,2,,,,24,,,23,,
TR,1981,210,1981-07-29,2,,,,20,,0,0,0,
TR,1981,222,1981-08-10,2,,,,19,NW,,2,50,
TR,1981,238,1981-08-26,2,,,,20.5,NE,,0,99,
TR,1981,254,1981-09-11,2,,,,19,SSW,3,4,2,
TR,1981,264,1981-09-21,2,,,,12.6,E,5,20,80,
TR,1981,294,1981-10-21,2,,,,-0.5,N,3,18,80,
TR,1981,337,1981-12-03,2,,,,3.8,,0,1,50,
TR,1982,19,1982-01-19,2,3.1,1015,1300,-8.2,SW,3,,99,1
TR,1982,61,1982-03-02,2,5.7,1010,1405,-12,N,8,,10,1
TR,1982,96,1982-04-06,2,4.8,1015,1150,-6.8,N,8,,25,1
TR,1982,133,1982-05-13,2,3.3,1003,1150,12.2,SSE,8,10,99,
TR,1982,146,1982-05-26,2,4.1,1414,1635,21,S,10,15,15,
TR,1982,159,1982-06-08,2,4.3,944,1140,16,W,3,3,90,
TR,1982,173,1982-06-22,2,5.2,945,1135,14,NNE,6,6,80,
TR,1982,188,1982-07-07,2,4.6,1110,1305,21,W,13,30,80,
TR,1982,200,1982-07-19,2,4.8,1017,1232,22,SE,3,4,20,
TR,1982,215,1982-08-03,2,3.5,945,1230,22,S,13,30,99,
TR,1982,229,1982-08-17,2,4.6,1444,1725,30,,0,0,10,
TR,1982,253,1982-09-10,2,4.1,1133,1500,21,S,5,30,99,
TR,1982,270,1982-09-27,2,3.9,714,1120,9.5,,0,0,99,
TR,1982,277,1982-10-04,2,4.4,1220,1500,15,S,8,30,80,
TR,1982,294,1982-10-21,2,3.6,1015,1247,1.7,W,5,10,99,
TR,1982,312,1982-11-08,2,3.6,945,1210,1.8,WNW,7,15,99,
TR,1982,333,1982-11-29,2,4.2,1125,1350,0.4,S,3,10,99,
TR,1983,10,1983-01-10,2,5.1,945,1300,0.8,,0,,99,1
TR,1983,10,1983-01-10,2,,,,,,,,,1
TR,1983,47,1983-02-16,2,5.8,1135,1337,3.5,,0,,99,1
TR,1983,47,1983-02-16,2,,,,,,,,,1
TR,1983,88,1983-03-29,2,3,1000,1530,6,SE,5,,40,1
TR,1983,88,1983-03-29,2,,,,,,,,,1
TR,1983,129,1983-05-09,2,4.3,1050,1230,8,,0,0,0,
TR,1983,129,1983-05-09,2,,,,,,,,,
TR,1983,144,1983-05-24,2,3.7,920,1220,14,SW,10,15,80,
TR,1983,144,1983-05-24,2,,,,,,,,,
TR,1983,158,1983-06-07,2,3.3,1025,1328,12,W,5,13,0,
TR,1983,158,1983-06-07,2,,,,,,,,,
TR,1983,171,1983-06-20,2,5.1,1030,1451,20.8,S,3,10,0,
TR,1983,171,1983-06-20,2,,,,,,,,,
TR,1983,187,1983-07-06,2,4.3,910,1250,17.5,S,3,4,0,
TR,1983,187,1983-07-06,2,,,,,,,,,
TR,1983,199,1983-07-18,2,5,1020,1320,24,,0,0,99,
TR,1983,199,1983-07-18,2,,,,,,,,,
TR,1983,215,1983-08-03,2,6,940,1230,23.5,,0,1,99,
TR,1983,215,1983-08-03,2,,,,,,,,,
TR,1983,227,1983-08-15,2,4.3,1010,1300,23,S,1,5,30,
TR,1983,227,1983-08-15,2,,,,,,,,,
TR,1983,251,1983-09-08,2,,1005,1250,22.9,S,6,60,10,
TR,1983,251,1983-09-08,2,,,,,,,,,
TR,1983,270,1983-09-27,2,3.6,1020,1310,15.8,S,10,10,99,
TR,1983,291,1983-10-18,2,4.2,942,1211,6,NNE,4,3,99,
TR,1983,321,1983-11-17,2,3.2,934,1210,-1.8,SE,3,2,99,
TR,1983,321,1983-11-17,2,,,,,,,,,
TR,1983,334,1983-11-30,2,3.7,940,1105,-4.8,NW,18,20,99,
TR,1984,9,1984-01-09,2,4,1130,1415,-8,SSW,5,,99,1
TR,1984,9,1984-01-09,2,,,,,,,,,1
TR,1984,52,1984-02-21,2,5.1,1048,1355,1.2,S,5,,99,1
TR,1984,52,1984-02-21,2,,,,,,,,,1
TR,1984,102,1984-04-11,2,5.8,1103,1311,7.8,S,5,,95,1
TR,1984,102,1984-04-11,2,,,,,,,,,1
TR,1984,128,1984-05-07,2,3.9,1028,1250,7.3,S,3,2,99,
TR,1984,128,1984-05-07,2,,,,,,,,,
TR,1984,143,1984-05-22,2,3.3,948,1245,14.2,W,5,11,87,
TR,1984,143,1984-05-22,2,,,,,,,,,
TR,1984,159,1984-06-07,2,4.3,815,,20,S,5,10,99,
TR,1984,159,1984-06-07,2,,,,,,,,,
TR,1984,171,1984-06-19,2,5.5,955,1310,26.1,N,2,0,8,
TR,1984,171,1984-06-19,2,,,,,,,,,
TR,1984,187,1984-07-05,2,5.2,821,1115,17.4,W,13,14,89,
TR,1984,187,1984-07-05,2,,,,,,,,,
TR,1984,198,1984-07-16,2,4.5,945,1230,22,W,6,8,63,
TR,1984,198,1984-07-16,2,,,,,,,,,
TR,1984,215,1984-08-02,2,5.1,1219,1500,20,SE,3,2,99,
TR,1984,215,1984-08-02,2,,,,,,,,,
TR,1984,228,1984-08-15,2,4.3,920,1204,23,SW,8,10,40,
TR,1984,228,1984-08-15,2,,,,,,,,,
TR,1984,248,1984-09-04,2,4,905,1135,12.3,N,5,15,90,
TR,1984,248,1984-09-04,2,,,,,,,,,
TR,1984,270,1984-09-26,2,4,1016,1320,7.9,W,11,15,70,
TR,1984,270,1984-09-26,2,,,,,,,,,
TR,1984,290,1984-10-16,2,3.9,920,1242,9.8,NE,6,8,5,
TR,1984,290,1984-10-16,2,,,,,,,,,
TR,1984,311,1984-11-06,2,3.6,1255,1510,2.8,W,1,4,20,
TR,1984,311,1984-11-06,2,,,,,,,,,
TR,1984,332,1984-11-27,2,3.4,1000,1226,8.8,SW,9,9,99,
TR,1984,332,1984-11-27,2,,,,,,,,,
TR,1985,8,1985-01-08,2,4,920,1123,-15,,0,,20,1
TR,1985,8,1985-01-08,2,,,,,,,,,1
TR,1985,56,1985-02-25,2,4.9,845,1110,-0.2,S,5,,99,1
TR,1985,56,1985-02-25,2,,,,,,,,,1
TR,1985,84,1985-03-25,2,6,925,1215,3.3,S,1,,0,1
TR,1985,84,1985-03-25,2,,,,,,,,,1
TR,1985,102,1985-04-12,2,,850,1000,4,,0,,99,1
TR,1985,120,1985-04-30,2,4,945,1252,15.2,,0,0,99,
TR,1985,120,1985-04-30,2,,,,,,,,,
TR,1985,133,1985-05-13,2,3.7,925,1210,13,NW,5,25,0,
TR,1985,133,1985-05-13,2,,,,,,,,,
TR,1985,148,1985-05-28,2,4.4,850,1157,12,SE,6,5,20,
TR,1985,148,1985-05-28,2,,,,,,,,,
TR,1985,162,1985-06-11,2,5.5,854,1148,13.5,E,3,6,99,
TR,1985,162,1985-06-11,2,,,,,,,,,
TR,1985,177,1985-06-26,2,4.9,905,1110,22,SE,5,5,90,
