lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
CR,1984,226,1984-08-13,0.22,,
CR,1984,249,1984-09-05,,V,extcoef: Light not monotonically decreasing
CR,1984,271,1984-09-27,0.308,,
CR,1984,290,1984-10-16,0.197,,
CR,1984,311,1984-11-06,0.317,,
CR,1985,10,1985-01-10,0.291,,
CR,1985,59,1985-02-28,0.238,,
CR,1985,87,1985-03-28,0.172,,
CR,1985,101,1985-04-11,0.197,,
CR,1985,121,1985-05-01,0.23,,
CR,1985,135,1985-05-15,0.246,,
CR,1985,149,1985-05-29,0.288,,
CR,1985,163,1985-06-12,0.256,,
CR,1985,175,1985-06-24,,V,extcoef: Light not monotonically decreasing
CR,1985,189,1985-07-08,0.298,,
CR,1985,204,1985-07-23,,V,extcoef: Light not monotonically decreasing
CR,1985,219,1985-08-07,,V,extcoef: Light not monotonically decreasing
CR,1985,234,1985-08-22,0.245,,
CR,1985,254,1985-09-11,0.305,,
CR,1985,275,1985-10-02,,V,extcoef: Light not monotonically decreasing
CR,1985,295,1985-10-22,0.233,,
CR,1985,317,1985-11-13,0.288,,
CR,1986,15,1986-01-15,0.224,,
CR,1986,55,1986-02-24,,V,extcoef: Ice depth is missing
CR,1986,92,1986-04-02,0.161,,
CR,1986,112,1986-04-22,0.195,,
CR,1986,125,1986-05-05,0.212,,
CR,1986,142,1986-05-22,0.209,,
CR,1986,156,1986-06-05,0.176,,
CR,1986,170,1986-06-19,0.175,,
CR,1986,183,1986-07-02,,V,extcoef: Light not monotonically decreasing
CR,1986,198,1986-07-17,0.248,,
CR,1986,211,1986-07-30,0.25,,
CR,1986,226,1986-08-14,0.207,,
CR,1986,239,1986-08-27,0.269,,
CR,1986,254,1986-09-11,0.189,,
CR,1986,267,1986-09-24,0.284,,
CR,1986,281,1986-10-08,,V,extcoef: Light not monotonically decreasing
CR,1986,295,1986-10-22,0.251,,
CR,1986,307,1986-11-03,,V,extcoef: Light not monotonically decreasing
CR,1986,321,1986-11-17,0.224,,
CR,1987,14,1987-01-14,0.224,,
CR,1987,56,1987-02-25,0.181,,
CR,1987,84,1987-03-25,0.187,,
CR,1987,111,1987-04-21,0.199,,
CR,1987,125,1987-05-05,0.18,,
CR,1987,140,1987-05-20,0.174,,
CR,1987,155,1987-06-04,0.207,,
CR,1987,173,1987-06-22,0.179,,
CR,1987,182,1987-07-01,0.2,,
CR,1987,197,1987-07-16,0.254,,
CR,1987,210,1987-07-29,0.271,,
CR,1987,224,1987-08-12,0.258,,
CR,1987,239,1987-08-27,0.276,,
CR,1987,251,1987-09-08,0.317,,
CR,1987,265,1987-09-22,0.251,,
CR,1987,280,1987-10-07,0.317,,
CR,1987,295,1987-10-22,0.27,,
CR,1987,308,1987-11-04,,V,extcoef: Light not monotonically decreasing
CR,1987,322,1987-11-18,0.222,,
CR,1988,19,1988-01-19,,V,extcoef: No light data
CR,1988,62,1988-03-02,0.209,,
CR,1988,96,1988-04-05,0.174,,
CR,1988,117,1988-04-26,,V,extcoef: Light not monotonically decreasing
CR,1988,133,1988-05-12,0.168,,
CR,1988,147,1988-05-26,0.224,,
CR,1988,160,1988-06-08,0.206,,
CR,1988,175,1988-06-23,0.251,,
CR,1988,188,1988-07-06,0.232,,
CR,1988,203,1988-07-21,0.267,,
CR,1988,215,1988-08-02,0.293,,
CR,1988,230,1988-08-17,0.283,,
CR,1988,244,1988-08-31,0.294,,
CR,1988,257,1988-09-13,0.318,,
CR,1988,273,1988-09-29,0.234,,
CR,1988,285,1988-10-11,0.22,,
CR,1988,300,1988-10-26,0.285,,
CR,1988,313,1988-11-08,0.297,,
CR,1989,18,1989-01-18,,V,extcoef: Insufficient light data
CR,1989,51,1989-02-20,0,,
CR,1989,88,1989-03-29,,V,extcoef: No light data
CR,1989,122,1989-05-02,0.231,,
CR,1989,137,1989-05-17,0.282,,
CR,1989,152,1989-06-01,,V,extcoef: Light not monotonically decreasing
CR,1989,166,1989-06-15,0.241,,
CR,1989,180,1989-06-29,0.237,,
CR,1989,193,1989-07-12,0.245,,
CR,1989,208,1989-07-27,,V,extcoef: Light not monotonically decreasing
CR,1989,221,1989-08-09,,V,extcoef: Light not monotonically decreasing
CR,1989,236,1989-08-24,,V,extcoef: Light not monotonically decreasing
CR,1989,250,1989-09-07,0.214,,
CR,1989,264,1989-09-21,0.28,,
CR,1989,278,1989-10-05,0.182,,
CR,1989,292,1989-10-19,0.263,,
CR,1989,304,1989-10-31,0.224,,
CR,1989,319,1989-11-15,0.214,,
CR,1990,15,1990-01-15,0.186,,
CR,1990,50,1990-02-19,,V,extcoef: Insufficient light data
CR,1990,88,1990-03-29,,V,extcoef: No light data
CR,1990,123,1990-05-03,0.27,,
CR,1990,136,1990-05-16,0.216,,
CR,1990,151,1990-05-31,0.214,,
CR,1990,163,1990-06-12,0.204,,
CR,1990,179,1990-06-28,0.242,,
CR,1990,192,1990-07-11,,V,extcoef: Light not monotonically decreasing
CR,1990,206,1990-07-25,0.24,,
CR,1990,221,1990-08-09,0.278,,
CR,1990,235,1990-08-23,0.255,,
CR,1990,249,1990-09-06,0.234,,
CR,1990,262,1990-09-19,0.334,,
CR,1990,277,1990-10-04,0.286,,
CR,1990,290,1990-10-17,0.233,,
CR,1990,305,1990-11-01,0.427,,
CR,1990,318,1990-11-14,0.317,,
CR,1991,14,1991-01-14,0.299,,
CR,1991,52,1991-02-21,0.246,,
CR,1991,85,1991-03-26,0.22,,
CR,1991,128,1991-05-08,0.29,,
CR,1991,142,1991-05-22,0.255,,
CR,1991,157,1991-06-06,0.297,,
CR,1991,171,1991-06-20,0.217,,
CR,1991,183,1991-07-02,0.285,,
CR,1991,198,1991-07-17,0.26,,
CR,1991,213,1991-08-01,0.26,,
CR,1991,227,1991-08-15,0.254,,
CR,1991,241,1991-08-29,0.265,,
CR,1991,255,1991-09-12,0.188,,
CR,1991,268,1991-09-25,0.26,,
CR,1991,283,1991-10-10,,V,extcoef: Light not monotonically decreasing
CR,1991,304,1991-10-31,0.257,,
CR,1992,13,1992-01-13,,V,extcoef: Insufficient light data
CR,1992,55,1992-02-24,,V,extcoef: Light not monotonically decreasing
CR,1992,86,1992-03-26,0.214,,
CR,1992,127,1992-05-06,,V,extcoef: Light not monotonically decreasing
CR,1992,139,1992-05-18,0.314,,
CR,1992,154,1992-06-02,0.304,,
CR,1992,170,1992-06-18,,V,extcoef: Light not monotonically decreasing
CR,1992,188,1992-07-06,0.209,,
CR,1992,195,1992-07-13,,V,extcoef: Light not monotonically decreasing
CR,1992,212,1992-07-30,0.283,,
CR,1992,223,1992-08-10,0.281,,
CR,1992,238,1992-08-25,,V,extcoef: Light not monotonically decreasing
CR,1992,252,1992-09-08,0.279,,
CR,1992,266,1992-09-22,0.258,,
CR,1992,282,1992-10-08,,V,extcoef: Light not monotonically decreasing
CR,1992,294,1992-10-20,0.273,,
CR,1992,314,1992-11-09,,V,extcoef: Light not monotonically decreasing
CR,1993,7,1993-01-07,,V,extcoef: Insufficient light data
CR,1993,54,1993-02-23,0.301,,
CR,1993,83,1993-03-24,0.257,,
CR,1993,125,1993-05-05,0.25,,
CR,1993,139,1993-05-19,0.269,,
CR,1993,153,1993-06-02,0.263,,
CR,1993,167,1993-06-16,,V,extcoef: Light not monotonically decreasing
CR,1993,180,1993-06-29,,V,extcoef: Light not monotonically decreasing
CR,1993,194,1993-07-13,,V,extcoef: Light not monotonically decreasing
CR,1993,209,1993-07-28,0.27,,
CR,1993,221,1993-08-09,0.231,,
CR,1993,236,1993-08-24,0.283,,
CR,1993,250,1993-09-07,0.277,,
CR,1993,264,1993-09-21,,V,extcoef: Light not monotonically decreasing
CR,1993,279,1993-10-06,0.213,,
CR,1993,293,1993-10-20,0.294,,
CR,1993,313,1993-11-09,0.307,,
CR,1994,12,1994-01-12,,V,extcoef: Insufficient light data
CR,1994,52,1994-02-21,0.231,,
CR,1994,96,1994-04-06,0.32,,
CR,1994,122,1994-05-02,0.325,,
CR,1994,138,1994-05-18,0.303,,
CR,1994,153,1994-06-02,0.287,,
CR,1994,167,1994-06-16,0.243,,
CR,1994,181,1994-06-30,,V,extcoef: Light not monotonically decreasing
CR,1994,195,1994-07-14,,V,extcoef: Light not monotonically decreasing
CR,1994,209,1994-07-28,0.289,,
CR,1994,222,1994-08-10,0.219,,
CR,1994,237,1994-08-25,0.313,,
CR,1994,250,1994-09-07,0.278,,
CR,1994,265,1994-09-22,,V,extcoef: Light not monotonically decreasing
CR,1994,279,1994-10-06,0.27,,
CR,1994,293,1994-10-20,0.241,,
CR,1994,306,1994-11-02,0.286,,
CR,1994,320,1994-11-16,0.31,,
CR,1995,13,1995-01-13,0.573,,
CR,1995,44,1995-02-13,0.47,,
CR,1995,82,1995-03-23,0.174,,
CR,1995,123,1995-05-03,,V,extcoef: Light not monotonically decreasing
CR,1995,137,1995-05-17,0.318,,
CR,1995,151,1995-05-31,0.221,,
CR,1995,166,1995-06-15,0.235,,
CR,1995,179,1995-06-28,0.241,,
CR,1995,194,1995-07-13,0.231,,
CR,1995,208,1995-07-27,0.286,,
CR,1995,222,1995-08-10,0.294,,
CR,1995,235,1995-08-23,0.245,,
CR,1995,249,1995-09-06,0.229,,
CR,1995,263,1995-09-20,0.238,,
CR,1995,278,1995-10-05,0.204,,
CR,1995,292,1995-10-19,0.214,,
CR,1995,305,1995-11-01,,V,extcoef: Light not monotonically decreasing
CR,1995,318,1995-11-14,0.258,,
CR,1996,23,1996-01-23,,V,extcoef: Insufficient light data
CR,1996,50,1996-02-19,0.269,,
CR,1996,101,1996-04-10,,V,extcoef: No light data
CR,1996,134,1996-05-13,0.234,,
CR,1996,151,1996-05-30,0.279,,
CR,1996,163,1996-06-11,0.247,,
CR,1996,179,1996-06-27,0.302,,
CR,1996,191,1996-07-09,0.274,,
CR,1996,206,1996-07-24,0.237,,
CR,1996,220,1996-08-07,0.266,,
CR,1996,235,1996-08-22,,V,extcoef: No light data
CR,1996,248,1996-09-04,0.28,,
CR,1996,263,1996-09-19,0.265,,
CR,1996,275,1996-10-01,0.27,,
CR,1996,290,1996-10-16,,V,extcoef: Light not monotonically decreasing
CR,1996,310,1996-11-05,0.293,,
CR,1997,23,1997-01-23,0.312,,
CR,1997,49,1997-02-18,0.25,,
CR,1997,90,1997-03-31,0.168,,
CR,1997,127,1997-05-07,0.285,,
CR,1997,139,1997-05-19,0.335,,
CR,1997,154,1997-06-03,0.322,,
CR,1997,167,1997-06-16,0.268,,
CR,1997,182,1997-07-01,0.281,,
CR,1997,196,1997-07-15,,V,extcoef: No light data
CR,1997,209,1997-07-28,,V,extcoef: Light not monotonically decreasing
CR,1997,224,1997-08-12,,V,extcoef: No light data
CR,1997,237,1997-08-25,0.28,,
CR,1997,251,1997-09-08,0.239,,
CR,1997,266,1997-09-23,0.271,,
CR,1997,279,1997-10-06,0.203,,
CR,1997,293,1997-10-20,0.232,,
CR,1997,314,1997-11-10,0.319,,
CR,1998,14,1998-01-14,,V,extcoef: Insufficient light data
CR,1998,47,1998-02-16,0.274,,
CR,1998,77,1998-03-18,0.563,,
CR,1998,112,1998-04-22,0.274,,
CR,1998,126,1998-05-06,0.321,,
CR,1998,140,1998-05-20,0.336,,
CR,1998,154,1998-06-03,0.329,,
CR,1998,166,1998-06-15,0.319,,
CR,1998,182,1998-07-01,0.312,,
CR,1998,196,1998-07-15,0.32,,
CR,1998,211,1998-07-30,0.307,,
CR,1998,224,1998-08-12,0.301,,
CR,1998,238,1998-08-26,0.252,,
CR,1998,253,1998-09-10,0.29,,
CR,1998,265,1998-09-22,0.267,,
CR,1998,280,1998-10-07,0.28,,
CR,1998,295,1998-10-22,0.351,,
CR,1998,308,1998-11-04,0.355,,
CR,1999,19,1999-01-19,,V,extcoef: Insufficient light data
CR,1999,53,1999-02-22,0.502,,
CR,1999,78,1999-03-19,0.405,,
CR,1999,125,1999-05-05,0.283,,
CR,1999,139,1999-05-19,0.294,,
CR,1999,154,1999-06-03,0.291,,
CR,1999,168,1999-06-17,0.27,,
CR,1999,181,1999-06-30,0.272,,
CR,1999,195,1999-07-14,0.275,,
CR,1999,210,1999-07-29,0.307,,
CR,1999,223,1999-08-11,0.23,,
CR,1999,237,1999-08-25,0.286,,
CR,1999,251,1999-09-08,0.25,,
CR,1999,265,1999-09-22,0.283,,
CR,1999,279,1999-10-06,0.273,,
CR,1999,293,1999-10-20,0.284,,
CR,1999,313,1999-11-09,0.281,,
CR,2000,17,2000-01-17,,V,extcoef: Insufficient light data
CR,2000,52,2000-02-21,0.595,,
CR,2000,95,2000-04-04,0.253,,
CR,2000,110,2000-04-19,0.258,,
CR,2000,124,2000-05-03,0.26,,
CR,2000,139,2000-05-18,0.263,,
CR,2000,153,2000-06-01,0.233,,
CR,2000,166,2000-06-14,0.231,,
CR,2000,180,2000-06-28,,V,extcoef: Light not monotonically decreasing
CR,2000,195,2000-07-13,0.099,,
CR,2000,209,2000-07-27,0.283,,
CR,2000,223,2000-08-10,0.267,,
CR,2000,234,2000-08-21,0.265,,
CR,2000,252,2000-09-08,0.252,,
CR,2000,265,2000-09-21,0.273,,
CR,2000,279,2000-10-05,0.196,,
CR,2000,293,2000-10-19,0.267,,
CR,2000,307,2000-11-02,0.25,,
CR,2000,320,2000-11-15,0.176,,
CR,2001,19,2001-01-19,0.336,,
CR,2001,51,2001-02-20,0.147,,
CR,2001,94,2001-04-04,0.233,,
CR,2001,123,2001-05-03,0.273,,
CR,2001,136,2001-05-16,0.28,,
CR,2001,152,2001-06-01,0.222,,
CR,2001,164,2001-06-13,0.213,,
CR,2001,179,2001-06-28,0.25,,
CR,2001,193,2001-07-12,0.277,,
CR,2001,206,2001-07-25,0.274,,
CR,2001,221,2001-08-09,0.251,,
CR,2001,235,2001-08-23,,V,extcoef: Light not monotonically decreasing
CR,2001,249,2001-09-06,0.234,,
CR,2001,263,2001-09-20,0.295,,
CR,2001,277,2001-10-04,,V,extcoef: No light data
CR,2001,290,2001-10-17,0.274,,
CR,2001,304,2001-10-31,0.288,,
CR,2001,317,2001-11-13,0.252,,
CR,2002,15,2002-01-15,0.118,,
CR,2002,58,2002-02-27,0.136,,
CR,2002,105,2002-04-15,0.225,,
CR,2002,115,2002-04-25,0.213,,
CR,2002,129,2002-05-09,0.267,,
CR,2002,143,2002-05-23,0.249,,
CR,2002,157,2002-06-06,0.297,,
CR,2002,171,2002-06-20,0.293,,
CR,2002,183,2002-07-02,0.277,,
CR,2002,199,2002-07-18,0.246,,
CR,2002,213,2002-08-01,0.244,,
CR,2002,227,2002-08-15,0.277,,
CR,2002,240,2002-08-28,0.301,,
CR,2002,254,2002-09-11,0.292,,
CR,2002,268,2002-09-25,0.199,,
CR,2002,283,2002-10-10,0.236,,
CR,2002,296,2002-10-23,0.227,,
CR,2002,309,2002-11-05,0.253,,
CR,2003,14,2003-01-14,0.305,,
CR,2003,57,2003-02-26,0.321,,
CR,2003,94,2003-04-04,0.486,,
CR,2003,122,2003-05-02,0.291,,
CR,2003,134,2003-05-14,0.255,,
CR,2003,148,2003-05-28,,V,extcoef: No light data
CR,2003,162,2003-06-11,0.218,,
CR,2003,177,2003-06-26,0.241,,
CR,2003,190,2003-07-09,0.223,,
CR,2003,205,2003-07-24,0.299,,
CR,2003,219,2003-08-07,0.243,,
CR,2003,233,2003-08-21,0.279,,
CR,2003,247,2003-09-04,0.331,,
CR,2003,261,2003-09-18,0.277,,
CR,2003,274,2003-10-01,0.264,,
CR,2003,289,2003-10-16,,V,extcoef: No light data
CR,2003,302,2003-10-29,0.28,,
CR,2003,318,2003-11-14,0.289,,
CR,2004,13,2004-01-13,0.419,,
CR,2004,55,2004-02-24,,V,extcoef: No light data
CR,2004,92,2004-04-01,0.206,,
CR,2004,120,2004-04-29,,V,extcoef: No light data
CR,2004,134,2004-05-13,,V,extcoef: No light data
CR,2004,148,2004-05-27,0.235,,
CR,2004,160,2004-06-08,0.253,,
CR,2004,176,2004-06-24,0.202,,
CR,2004,191,2004-07-09,0.289,,
CR,2004,203,2004-07-21,0.283,,
CR,2004,218,2004-08-05,0.262,,
CR,2004,232,2004-08-19,0.308,,
CR,2004,245,2004-09-01,0.202,,
CR,2004,258,2004-09-14,0.217,,
CR,2004,275,2004-10-01,0.145,,
CR,2004,287,2004-10-13,0.256,,
CR,2004,301,2004-10-27,0.242,,
CR,2004,314,2004-11-09,0.345,,
CR,2005,13,2005-01-13,0.575,,
CR,2005,47,2005-02-16,0.419,,
CR,2005,96,2005-04-06,0.256,,
CR,2005,109,2005-04-19,0.286,,
CR,2005,122,2005-05-02,0.285,,
CR,2005,138,2005-05-18,0.289,,
CR,2005,154,2005-06-03,,V,extcoef: Light not monotonically decreasing
CR,2005,166,2005-06-15,0.383,,
CR,2005,180,2005-06-29,0.284,,
CR,2005,195,2005-07-14,0.316,,
CR,2005,209,2005-07-28,,V,extcoef: Light not monotonically decreasing
CR,2005,222,2005-08-10,0.286,,
CR,2005,236,2005-08-24,0.274,,
CR,2005,249,2005-09-06,,V,extcoef: Light not monotonically decreasing
CR,2005,263,2005-09-20,,V,extcoef: Light not monotonically decreasing
CR,2005,280,2005-10-07,,V,extcoef: Light not monotonically decreasing
CR,2005,291,2005-10-18,,V,extcoef: Light not monotonically decreasing
CR,2005,319,2005-11-15,0.265,,
CR,2006,9,2006-01-09,,V,extcoef: Insufficient light data
CR,2006,47,2006-02-16,0.464,,
CR,2006,89,2006-03-30,0.244,,
CR,2006,109,2006-04-19,0.286,,
CR,2006,122,2006-05-02,0.33,,
CR,2006,139,2006-05-19,0.329,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,151,2006-05-31,0.295,,
CR,2006,166,2006-06-15,0.308,,
CR,2006,180,2006-06-29,0.274,,
CR,2006,194,2006-07-13,0.295,,
CR,2006,208,2006-07-27,0.304,,
CR,2006,222,2006-08-10,0.321,,
CR,2006,235,2006-08-23,0.335,,
CR,2006,251,2006-09-08,0.262,,
CR,2006,263,2006-09-20,0.312,,
CR,2006,278,2006-10-05,0.291,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,291,2006-10-18,0.225,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2006,307,2006-11-03,0.279,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,2007,19,2007-01-19,0.305,,
CR,2007,53,2007-02-22,0.286,,
CR,2007,88,2007-03-29,0.284,,
CR,2007,114,2007-04-24,0.354,,
CR,2007,130,2007-05-10,0.353,,
CR,2007,144,2007-05-24,0.322,,
CR,2007,157,2007-06-06,0.271,,
CR,2007,172,2007-06-21,,V,extcoef: Light not monotonically decreasing
CR,2007,185,2007-07-04,0.274,,
CR,2007,200,2007-07-19,0.269,,
CR,2007,213,2007-08-01,0.286,,
CR,2007,228,2007-08-16,0.32,,
CR,2007,241,2007-08-29,0.308,,
CR,2007,256,2007-09-13,0.326,,
CR,2007,267,2007-09-24,0.302,,
CR,2007,284,2007-10-11,,V,extcoef: Light not monotonically decreasing
CR,2007,298,2007-10-25,0.319,,
CR,2007,320,2007-11-16,0.277,,
CR,2008,29,2008-01-29,0.344,,
CR,2008,64,2008-03-04,0.228,,
CR,2008,91,2008-03-31,0.235,,
CR,2008,127,2008-05-06,0.307,,
CR,2008,142,2008-05-21,0.385,,
CR,2008,157,2008-06-05,0.377,,
CR,2008,170,2008-06-18,0.312,,
CR,2008,184,2008-07-02,0.304,,
CR,2008,200,2008-07-18,0.333,,
CR,2008,212,2008-07-30,0.322,,
CR,2008,227,2008-08-14,0.352,,
CR,2008,239,2008-08-26,0.331,,
CR,2008,254,2008-09-10,0.301,,
CR,2008,268,2008-09-24,0.352,,
CR,2008,283,2008-10-09,0.318,,
CR,2008,296,2008-10-22,0.313,,
CR,2008,317,2008-11-12,0.282,,
CR,2009,21,2009-01-21,,V,extcoef: No light data
CR,2009,56,2009-02-25,0.263,,
CR,2009,84,2009-03-25,0.295,,
CR,2009,118,2009-04-28,0.322,,
CR,2009,135,2009-05-15,0.376,,
CR,2009,149,2009-05-29,0.36,,
CR,2009,162,2009-06-11,0.312,,
CR,2009,180,2009-06-29,0.263,,
CR,2009,189,2009-07-08,,V,extcoef: Light not monotonically decreasing
CR,2009,204,2009-07-23,0.262,,
CR,2009,217,2009-08-05,,V,extcoef: Light not monotonically decreasing
CR,2009,232,2009-08-20,0.23,,
CR,2009,244,2009-09-01,0.326,,
CR,2009,259,2009-09-16,0.244,,
CR,2009,273,2009-09-30,0.359,,
CR,2009,288,2009-10-15,0.273,,
CR,2009,301,2009-10-28,0.298,,
CR,2009,315,2009-11-11,0.291,,
CR,2010,15,2010-01-15,0.264,,
CR,2010,54,2010-02-23,0.233,,
CR,2010,105,2010-04-15,0.299,,
CR,2010,124,2010-05-04,0.305,,
CR,2010,132,2010-05-12,0.286,,
CR,2010,146,2010-05-26,0.283,,
CR,2010,153,2010-06-02,0.269,,
CR,2010,160,2010-06-09,0.241,,
CR,2010,167,2010-06-16,0.313,,
CR,2010,174,2010-06-23,0.314,,
CR,2010,181,2010-06-30,0.349,,
CR,2010,189,2010-07-08,0.368,,
CR,2010,195,2010-07-14,0.275,,
CR,2010,202,2010-07-21,0.362,,
CR,2010,208,2010-07-27,,V,extcoef: Light not monotonically decreasing
CR,2010,217,2010-08-05,0.329,,
CR,2010,223,2010-08-11,0.367,,
CR,2010,231,2010-08-19,0.373,,
CR,2010,243,2010-08-31,,V,extcoef: Light not monotonically decreasing
CR,2010,259,2010-09-16,0.324,,
CR,2010,273,2010-09-30,0.363,,
CR,2010,286,2010-10-13,0.335,,
CR,2010,302,2010-10-29,0.362,,
CR,2010,314,2010-11-10,0.319,,
CR,2011,12,2011-01-12,0.31,,
CR,2011,45,2011-02-14,0.271,,
CR,2011,80,2011-03-21,0.283,,
CR,2011,124,2011-05-04,0.297,,
CR,2011,138,2011-05-18,0.333,,
CR,2011,145,2011-05-25,0.333,,
CR,2011,152,2011-06-01,0.368,,
CR,2011,159,2011-06-08,0.359,,
CR,2011,166,2011-06-15,,V,extcoef: Light not monotonically decreasing
CR,2011,175,2011-06-24,0.334,,
CR,2011,181,2011-06-30,0.362,,
CR,2011,182,2011-07-01,,V,extcoef: No light data
CR,2011,188,2011-07-07,0.332,,
CR,2011,195,2011-07-14,0.341,,
CR,2011,196,2011-07-15,,V,extcoef: No light data
CR,2011,201,2011-07-20,0.375,,
CR,2011,207,2011-07-26,,V,extcoef: No light data
CR,2011,208,2011-07-27,0.308,,
CR,2011,215,2011-08-03,0.377,,
CR,2011,222,2011-08-10,0.352,,
CR,2011,223,2011-08-11,,V,extcoef: No light data
CR,2011,224,2011-08-12,,V,extcoef: No light data
CR,2011,229,2011-08-17,0.349,,
CR,2011,236,2011-08-24,0.305,,
CR,2011,237,2011-08-25,,V,extcoef: No light data
CR,2011,251,2011-09-08,0.313,,
CR,2011,265,2011-09-22,0.223,,
CR,2011,279,2011-10-06,0.314,,
CR,2011,292,2011-10-19,0.325,,
CR,2011,306,2011-11-02,0.284,,
CR,2011,320,2011-11-16,0.256,,
CR,2012,13,2012-01-13,,,
CR,2012,55,2012-02-24,,,
CR,2012,96,2012-04-05,,,
CR,2012,109,2012-04-18,,,
CR,2012,125,2012-05-04,,,
CR,2012,138,2012-05-17,,,
CR,2012,152,2012-05-31,,,
CR,2012,153,2012-06-01,,,
CR,2012,159,2012-06-07,,,
CR,2012,164,2012-06-12,,,
CR,2012,166,2012-06-14,,,
CR,2012,173,2012-06-21,,,
CR,2012,180,2012-06-28,,,
CR,2012,186,2012-07-04,,,
CR,2012,193,2012-07-11,,,
CR,2012,200,2012-07-18,,,
CR,2012,208,2012-07-26,,,
CR,2012,214,2012-08-01,,,
CR,2012,221,2012-08-08,,,
CR,2012,229,2012-08-16,,,
CR,2012,235,2012-08-22,,,
CR,2012,250,2012-09-06,,,
CR,2012,264,2012-09-20,,,
CR,2012,277,2012-10-03,,,
CR,2012,292,2012-10-18,,,
CR,2012,305,2012-10-31,,,
CR,2012,319,2012-11-14,,,
SP,1981,155,1981-06-04,,V,extcoef: No light data
SP,1981,167,1981-06-16,,V,extcoef: No light data
SP,1981,181,1981-06-30,0.293,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,197,1981-07-16,0.329,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,208,1981-07-27,0.307,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,223,1981-08-11,0.342,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,237,1981-08-25,0.324,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,258,1981-09-15,0.334,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,265,1981-09-22,,V,extcoef: Insufficient light data
SP,1981,292,1981-10-19,0.323,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1981,336,1981-12-02,0.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,20,1982-01-20,,V,extcoef: No light data
SP,1982,55,1982-02-24,,V,extcoef: No light data
SP,1982,95,1982-04-05,,V,extcoef: No light data
SP,1982,132,1982-05-12,0.42,,
SP,1982,147,1982-05-27,,V,extcoef: Light not monotonically decreasing
SP,1982,161,1982-06-10,,V,extcoef: Light not monotonically decreasing
SP,1982,174,1982-06-23,,V,extcoef: Light not monotonically decreasing
SP,1982,189,1982-07-08,,V,extcoef: No light data
SP,1982,201,1982-07-20,,V,extcoef: No light data
SP,1982,214,1982-08-02,,V,extcoef: No light data
SP,1982,229,1982-08-17,0.343,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1982,252,1982-09-09,0.322,,
SP,1982,263,1982-09-20,,V,extcoef: No light data
SP,1982,280,1982-10-07,,V,extcoef: Light not monotonically decreasing
SP,1982,292,1982-10-19,0.269,,
SP,1982,314,1982-11-10,0.317,,
SP,1982,336,1982-12-02,0.328,,
SP,1983,13,1983-01-13,,V,extcoef: No light data
SP,1983,55,1983-02-24,,V,extcoef: No light data
SP,1983,87,1983-03-28,,V,extcoef: No light data
SP,1983,131,1983-05-11,0.466,,
SP,1983,145,1983-05-25,,V,extcoef: Light not monotonically decreasing
SP,1983,160,1983-06-09,0.429,,
SP,1983,172,1983-06-21,0.332,,
SP,1983,189,1983-07-08,0.364,,
SP,1983,202,1983-07-21,0.344,,
SP,1983,213,1983-08-01,0.33,,
SP,1983,228,1983-08-16,0.291,,
SP,1983,249,1983-09-06,,V,extcoef: No light data
SP,1983,270,1983-09-27,0.311,,
SP,1983,290,1983-10-17,0.334,,
SP,1983,306,1983-11-02,0.308,,
SP,1983,319,1983-11-15,0.436,,
SP,1983,333,1983-11-29,0.373,,
SP,1984,6,1984-01-06,,V,extcoef: No light data
SP,1984,58,1984-02-27,,V,extcoef: No light data
SP,1984,101,1984-04-10,,V,extcoef: No light data
SP,1984,117,1984-04-26,,V,extcoef: No light data
SP,1984,130,1984-05-09,,V,extcoef: No light data
SP,1984,142,1984-05-21,0.407,,
SP,1984,156,1984-06-04,0.4,,
SP,1984,172,1984-06-20,0.318,,
SP,1984,187,1984-07-05,,V,extcoef: Light not monotonically decreasing
SP,1984,198,1984-07-16,0.268,,
SP,1984,213,1984-07-31,0.292,,
SP,1984,229,1984-08-16,0.357,,
SP,1984,249,1984-09-05,0.321,,
SP,1984,269,1984-09-25,,V,extcoef: No light data
SP,1984,291,1984-10-17,0.32,,
SP,1984,312,1984-11-07,0.493,,
SP,1984,331,1984-11-26,0.418,,
SP,1985,11,1985-01-11,0.355,,
SP,1985,58,1985-02-27,0.272,,
SP,1985,85,1985-03-26,0.233,,
SP,1985,101,1985-04-11,,V,extcoef: No light data
SP,1985,119,1985-04-29,0.394,,
