










Data Set Title: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Investigator(s): NTL LTER Lead PI, North Temperate Lakes LTER

Contact(s): NTL LTER Lead PI; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-263-2567;(fax) 608-265-2340;(email) ehstanley@wisc.edu;
NTL LTER Information Manager; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-890-3446;(fax) 608-265-2340;(email) infomgr@lter.limnology.wisc.edu;

Abstract: Chlorophyll and phaeopigments are measured at our permanent sampling station in the deepest part of each lake. Chlorophyll samples are collected from the seven primary study lakes (Allequash, Big Muskellunge, Crystal, Sparkling, and Trout lakes and bog lakes 27-02 [Crystal Bog], and 12-15 [Trout Bog]) in the Trout Lake area at two to 10 depths depending on the lake and analyzed spectrophotometrically. 

Sampling Frequency: fortnightly during ice-free season - every 6 weeks during ice-covered season

Number of sites: 7

Initiation of study (mm/dd/yy): 06/30/1981


Data Table: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Variables: 

LAKEID = lake name abbreviation
YEAR4 = year
DAYNUM = day of year
SAMPLEDATE = sample date
REP = replicate number
STA = station number
DEPTH = depth (meter)
CHLOR = chlorophyll a concentration (microgramPerLiter)
PHAEO = phaeophyton  concentration (microgramPerLiter)
FLAGCHLOR = data flag for chlor
FLAGPHAEO = data flag for phaeo


Variable Codes: 



LAKEID

AL = Allequash Lake
BM = Big Muskellunge Lake
CB = Bog 27-2  (Crystal Bog)
CR = Crystal Lake
SP = Sparkling Lake
TB = Bog 12-15  (Trout Bog)
TR = Trout Lake





Flags: 

A = Sample suspect
B = Standard curve/reduction suspect
C = No sample taken
D = Sample lost
E = Average of duplicate analyses
F = Duplicate analyses in error
G = Analysed late
H = Outside of standard range
I = Outside of data entry constraints 
J = Non standard routine followed
K = Data suspect
L = Data point and blind value differ by more than 15% 
M = More than two flags (See original data sheets)
N = Sample retested 
O = Value suspect but total pigment(CHL + PHAEO) value accurate 
P = TPM uncorrected for humidity change between filter weighing
Q = Quality control comments on SLOH lab sheet
R = Value between LOD (Limit of Detection)  and LOQ (Limit of Quantification)
S = Value below detection limit; set to zero
T = Sample contaminated; data not reported
U = Equipment malfunction produced bad value; value set to missing;
V = Frlight could not be computed; set to missing
W = negative light value; set to zero




From the North Temperate Lakes LTER database at: Tue Apr 26 13:16:32 CDT 2011
Dataset Results:
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAKEID,YEAR4,DAYNUM,SAMPLEDATE,REP,STA,DEPTH,CHLOR,PHAEO
TB,2006,275,10/02/2006,2,1,3,53.3,1.5
SP,2006,277,10/04/2006,1,1,3,1.3,0
SP,2006,277,10/04/2006,1,1,5,1.4,0
SP,2006,277,10/04/2006,1,1,8,1.3,.1
TR,2006,276,10/03/2006,1,2,27,.5,.9
TR,2006,276,10/03/2006,1,2,20,.9,.7
SP,2006,303,10/30/2006,1,1,0,2.8,.9
SP,2006,303,10/30/2006,2,1,10,2.7,.6
TR,2006,220,08/08/2006,1,2,8,4.9,-.3
TR,2006,303,10/30/2006,1,2,10,3.7,-.1
TR,2006,303,10/30/2006,2,2,10,3.5,.2
TB,2006,275,10/02/2006,1,1,0,4.3,.3
AL,2007,54,02/23/2007,1,1,0,0,.3
AL,2007,54,02/23/2007,1,1,7,.1,.6
BM,2007,58,02/27/2007,1,1,0,1.8,.1
TR,2007,57,02/26/2007,1,2,20,1.2,.5
CB,2007,52,02/21/2007,1,1,0,40.2,8.3
CR,2007,53,02/22/2007,1,1,10,.6,.9
TR,2007,57,02/26/2007,2,2,31,1.5,1.6
AL,2007,211,07/30/2007,1,1,7,178.3,1.8
AL,2007,211,07/30/2007,2,1,0,7.3,-2.8
CR,2007,144,05/24/2007,1,1,12,7.2,3
TB,2007,282,10/09/2007,1,1,6,5.1,11.9
CR,2007,284,10/11/2007,1,1,15,10.3,1.4
TR,2007,284,10/11/2007,2,2,0,3.5,-.5
CB,2007,283,10/10/2007,1,1,0,11,7.7
AL,2007,281,10/08/2007,1,1,7,2,.3
BM,2007,295,10/22/2007,1,1,0,4.5,3.4
BM,2007,295,10/22/2007,1,1,10,6.5,.2
BM,2007,295,10/22/2007,1,1,12,7.2,.7
BM,2007,295,10/22/2007,1,1,16,6.8,.1
BM,2007,295,10/22/2007,1,1,19,8.8,-2.2
BM,2007,295,10/22/2007,2,1,12,10.3,-4.3
AL,2007,295,10/22/2007,1,1,2,14,-.8
AL,2007,295,10/22/2007,2,1,6,14,-2.9
CB,2007,296,10/23/2007,1,1,1,57.2,-8.8
CB,2007,296,10/23/2007,1,1,2,36.1,2.9
CB,2007,296,10/23/2007,2,1,1,47.8,2.8
SP,2007,296,10/23/2007,1,1,3,2.9,.6
TB,2006,305,11/01/2006,1,1,0,5.2,2.6
SP,2006,303,10/30/2006,1,1,17,3,.7
TB,2006,152,06/01/2006,1,1,2,78,-27.2
SP,2006,138,05/18/2006,1,1,8,11.2,-5.2
SP,2006,122,05/02/2006,1,1,10,9.5,-1.2
TR,2006,178,06/27/2006,1,2,15,4.3,1.3
SP,2006,193,07/12/2006,1,1,8,.8,1
TR,2006,205,07/24/2006,1,2,10,5.2,.1
TB,2006,234,08/22/2006,1,1,0,21.2,1.8
TR,2006,263,09/20/2006,1,2,10,4,-.1
SP,2006,303,10/30/2006,1,1,10,3.4,0
SP,2006,166,06/15/2006,1,1,5,1.7,.2
SP,2006,179,06/28/2006,1,1,12,11.2,.4
SP,2006,251,09/08/2006,1,1,5,1,.5
TR,2006,263,09/20/2006,1,2,0,3.7,.9
TR,2006,303,10/30/2006,1,2,3,3.7,.1
TR,2006,125,05/05/2006,1,2,3,6.6,-.5
TR,2006,191,07/10/2006,1,2,5,1.6,.3
SP,2006,207,07/26/2006,1,1,5,1.3,.1
SP,2006,251,09/08/2006,1,1,8,1.1,.3
TR,2006,276,10/03/2006,1,2,0,3.7,-.7
TB,2006,152,06/01/2006,1,1,0,9.1,4.1
SP,2006,179,06/28/2006,1,1,3,1.8,-.2
SP,2006,179,06/28/2006,1,1,5,1.5,.2
SP,2006,179,06/28/2006,1,1,8,3.5,-.4
TB,2007,115,04/25/2007,1,1,0,2.6,1
TB,2007,52,02/21/2007,1,1,3,1.2,7.4
TB,2007,115,04/25/2007,1,1,5,8.5,8.8
CB,2007,113,04/23/2007,1,1,1,58.1,-13.5
TR,2007,116,04/26/2007,1,2,5,8,-3.4
TR,2007,116,04/26/2007,1,2,15,5.2,.2
TB,2007,115,04/25/2007,1,1,2,12.3,9.2
AL,2007,113,04/23/2007,2,1,4,15.3,-1.3
BM,2007,115,04/25/2007,1,1,5,2.1,0
BM,2007,115,04/25/2007,1,1,12,2.5,.2
AL,2007,113,04/23/2007,1,1,0,13.7,.4
AL,2007,113,04/23/2007,1,1,2,16.8,-1.3
AL,2007,113,04/23/2007,1,1,6,8.3,.1
CR,2007,114,04/24/2007,1,1,8,5.8,1.2
CR,2007,114,04/24/2007,1,1,12,10.5,-.8
TR,2007,116,04/26/2007,2,2,20,4.7,.1
BM,2007,115,04/25/2007,2,1,0,1.4,-.2
SP,2007,114,04/24/2007,1,1,0,4,.7
SP,2007,114,04/24/2007,1,1,3,7.2,.9
SP,2007,114,04/24/2007,1,1,5,8.6,.6
SP,2007,114,04/24/2007,1,1,8,11.5,-2.4
SP,2007,114,04/24/2007,2,1,10,9.3,1.1
CB,2007,113,04/23/2007,2,1,0,12.2,4.2
SP,2007,211,07/30/2007,1,1,3,.9,.2
SP,2007,211,07/30/2007,1,1,5,.8,.5
TR,2007,212,07/31/2007,1,2,10,2.3,1.1
TR,2007,212,07/31/2007,1,2,20,2.2,.5
CB,2007,212,07/31/2007,2,1,1,7.6,1.7
SP,2007,211,07/30/2007,1,1,12,6.3,1
SP,2007,211,07/30/2007,1,1,15,7.8,2.1
SP,2007,211,07/30/2007,1,1,17,8.5,4
SP,2007,211,07/30/2007,2,1,8,1.8,0
TR,2007,212,07/31/2007,1,2,0,1.1,.4
TR,2007,212,07/31/2007,1,2,3,1.1,.5
TR,2007,212,07/31/2007,1,2,5,1.4,.2
TR,2007,212,07/31/2007,1,2,8,2.3,.2
TR,2007,212,07/31/2007,1,2,27,.5,.6
TR,2007,212,07/31/2007,1,2,32,.3,.9
TR,2007,212,07/31/2007,2,2,20,2.2,.7
TR,2007,212,07/31/2007,1,2,15,6.7,.6
CB,2007,212,07/31/2007,1,1,0,1.2,1.8
CB,2007,212,07/31/2007,1,1,1,4.8,1.9
BM,2007,213,08/01/2007,1,1,8,1.4,1
BM,2007,213,08/01/2007,1,1,16,8.2,2.1
BM,2007,213,08/01/2007,1,1,19,10.1,4.4
BM,2007,213,08/01/2007,2,1,10,4.3,.1
CR,2007,213,08/01/2007,1,1,3,1.3,.5
BM,2007,213,08/01/2007,1,1,5,1.3,.4
CR,2007,213,08/01/2007,1,1,19,3.2,2.5
CR,2007,213,08/01/2007,2,1,8,2,1.1
TB,2007,214,08/02/2007,1,1,0,8.1,6.6
TB,2007,214,08/02/2007,1,1,3,38.1,9.6
BM,2007,213,08/01/2007,1,1,3,1.5,.2
BM,2007,227,08/15/2007,2,1,12,6.6,2.6
SP,2007,197,07/16/2007,1,1,5,1.4,.3
SP,2007,197,07/16/2007,1,1,10,3.3,.9
SP,2007,204,07/23/2007,2,1,0,1.1,.4
SP,2007,225,08/13/2007,2,1,5,1,.4
SP,2007,225,08/13/2007,1,1,10,2.4,1.2
TB,2007,319,11/15/2007,1,1,0,4.4,5.7
TB,2007,319,11/15/2007,1,1,2,10.5,-3.2
TB,2007,319,11/15/2007,1,1,3,4.4,7.2
TB,2007,319,11/15/2007,2,1,3,6,5.6
CB,2007,312,11/08/2007,1,1,1,43.6,7.2
CB,2007,312,11/08/2007,1,1,2,48,13.3
CB,2007,312,11/08/2007,2,1,2,47,9.7
AL,2007,312,11/08/2007,1,1,0,2.6,.2
AL,2007,312,11/08/2007,1,1,6,2.3,.3
BM,2007,313,11/09/2007,1,1,3,6.2,1.8
BM,2007,313,11/09/2007,1,1,8,6.2,.8
BM,2007,313,11/09/2007,1,1,16,4.6,1.4
CR,2007,320,11/16/2007,1,1,0,3.1,1.1
CR,2007,320,11/16/2007,1,1,15,2.5,2
CR,2007,320,11/16/2007,1,1,19,4,-.6
SP,2007,316,11/12/2007,1,1,8,2.7,1.2
SP,2007,316,11/12/2007,1,1,10,3.6,1.2
TR,2006,191,07/10/2006,1,2,15,2.9,.3
TR,2006,191,07/10/2006,1,2,8,3.7,.4
TB,2006,205,07/24/2006,1,1,0,5.9,.8
TR,2006,205,07/24/2006,1,2,0,2.1,0
TR,2006,205,07/24/2006,1,2,15,1.5,2.5
TR,2006,220,08/08/2006,1,2,10,5.2,.6
TB,2006,88,03/29/2006,1,1,7,2.9,3.9
BM,2006,150,05/30/2006,1,1,0,3.1,-1.4
BM,2006,150,05/30/2006,1,1,10,7.9,-3.7
BM,2006,150,05/30/2006,1,1,16,7,-3.4
AL,2006,150,05/30/2006,1,1,2,2.4,-.6
AL,2006,150,05/30/2006,1,1,4,2.4,-.2
AL,2006,150,05/30/2006,1,1,6,2.9,-1.5
BM,2006,139,05/19/2006,1,1,12,3.6,-1.1
BM,2006,150,05/30/2006,1,1,8,6.8,-3.5
AL,2006,58,02/27/2006,1,1,7,2.3,1.9
AL,2006,58,02/27/2006,1,1,4,.2,.2
AL,2006,10,01/10/2006,1,1,0,.6,2.1
AL,2006,10,01/10/2006,2,1,0,1.2,.3
BM,2006,16,01/16/2006,1,1,0,.4,.3
BM,2006,16,01/16/2006,2,1,19,.1,.7
AL,2006,150,05/30/2006,1,1,7,1,1.1
AL,2006,177,06/26/2006,1,1,0,3.4,-.7
AL,2006,177,06/26/2006,1,1,2,4.7,-.6
AL,2006,177,06/26/2006,1,1,4,7.8,-1.8
AL,2006,177,06/26/2006,1,1,6,13.7,.8
AL,2006,136,05/16/2006,1,1,4,3.5,-.3
AL,2006,136,05/16/2006,1,1,6,2.5,.8
AL,2006,136,05/16/2006,1,1,2,2.9,.6
BM,2006,139,05/19/2006,1,1,0,2.4,-.8
BM,2006,139,05/19/2006,1,1,3,1.7,-.6
BM,2006,139,05/19/2006,1,1,5,2.2,-.7
BM,2006,139,05/19/2006,1,1,10,3.1,-.9
BM,2006,139,05/19/2006,1,1,16,2.8,-.7
CR,2007,114,04/24/2007,2,1,10,7.4,.8
TB,2007,115,04/25/2007,1,1,7,7.2,12.7
TB,2007,115,04/25/2007,2,1,5,8.3,8.8
CB,2007,113,04/23/2007,1,1,0,19.3,-.1
CB,2007,113,04/23/2007,1,1,2,19.5,8.2
AL,2007,113,04/23/2007,1,1,4,15.2,.2
SP,2007,114,04/24/2007,1,1,12,9.7,-1.8
SP,2007,114,04/24/2007,1,1,15,9.2,-1.8
SP,2007,114,04/24/2007,1,1,17,8.7,.4
CR,2007,114,04/24/2007,1,1,3,4.7,-1
SP,2007,87,03/28/2007,2,1,0,.5,0
TR,2007,88,03/29/2007,2,2,0,2.3,0
TB,2007,86,03/27/2007,1,1,3,1,3.4
BM,2007,115,04/25/2007,1,1,10,2.6,-.1
BM,2007,115,04/25/2007,1,1,19,4,-1.5
CR,2007,114,04/24/2007,1,1,5,6.7,-2.4
CR,2007,114,04/24/2007,1,1,10,7.7,.2
CR,2007,114,04/24/2007,1,1,15,7.6,-.1
TB,2007,115,04/25/2007,1,1,3,8.7,7.8
TB,2007,86,03/27/2007,2,1,7,2.4,10.2
TR,2007,116,04/26/2007,1,2,0,5.9,-.6
TR,2007,116,04/26/2007,1,2,8,6.2,-2.1
CR,2007,114,04/24/2007,1,1,0,3.8,-1.1
TR,2007,116,04/26/2007,1,2,20,6.7,-2.3
TR,2007,116,04/26/2007,1,2,27,4.9,-.5
TR,2007,116,04/26/2007,1,2,32,3.4,.6
AL,2007,54,02/23/2007,1,1,4,.3,.1
AL,2007,227,08/15/2007,2,1,7,46,1.3
SP,2007,225,08/13/2007,1,1,5,1.3,.1
TB,2007,225,08/13/2007,1,1,5,6.6,11.4
SP,2007,225,08/13/2007,1,1,15,11.8,3.1
TB,2007,214,08/02/2007,1,1,7,6.5,27.3
TB,2007,214,08/02/2007,1,1,5,12.2,4.4
TB,2007,214,08/02/2007,2,1,3,39.9,-.7
AL,2007,197,07/16/2007,1,1,0,3.8,-.2
SP,2007,225,08/13/2007,1,1,0,.9,.2
BM,2007,227,08/15/2007,1,1,3,2,.7
BM,2007,227,08/15/2007,1,1,12,6.1,1.1
TR,2007,198,07/17/2007,1,2,27,.4,.5
TR,2007,226,08/14/2007,2,2,0,1.5,.3
TB,2007,169,06/18/2007,1,1,2,53.1,4.8
TB,2007,198,07/17/2007,1,1,5,4,13.3
TB,2007,225,08/13/2007,2,1,5,6.5,10.8
CB,2007,226,08/14/2007,2,1,0,7.4,1.8
CR,2007,228,08/16/2007,1,1,3,1.8,.1
CR,2007,228,08/16/2007,1,1,5,2.3,-.5
CR,2007,228,08/16/2007,1,1,8,2.9,.5
CR,2007,228,08/16/2007,1,1,12,7.2,.8
CR,2007,228,08/16/2007,1,1,19,12.6,2.6
TR,2007,226,08/14/2007,1,2,5,1.2,1.1
TR,2007,226,08/14/2007,1,2,32,.2,1.1
AL,2007,227,08/15/2007,1,1,2,5.2,.4
TB,2007,23,01/23/2007,1,1,2,1.9,10.5
TB,2007,23,01/23/2007,1,1,3,6.1,12.2
TB,2007,23,01/23/2007,1,1,5,4.9,8.7
TB,2007,23,01/23/2007,1,1,7,4.4,7.7
TB,2007,23,01/23/2007,2,1,3,5,12.2
AL,2007,24,01/24/2007,1,1,0,1.2,-.2
AL,2007,24,01/24/2007,1,1,4,.8,.1
AL,2007,24,01/24/2007,2,1,4,.6,.4
BM,2007,17,01/17/2007,1,1,19,.6,.2
SP,2007,15,01/15/2007,1,1,3,6.3,1.1
SP,2007,15,01/15/2007,1,1,8,1.8,-.4
BM,2006,139,05/19/2006,1,1,19,1.5,.5
BM,2006,164,06/13/2006,1,1,3,1.5,.1
BM,2006,164,06/13/2006,1,1,12,5.9,1.3
BM,2006,305,11/01/2006,1,1,18,3.4,.4
BM,2006,150,05/30/2006,2,1,0,4,-2.5
AL,2006,150,05/30/2006,2,1,7,1.2,1.5
BM,2006,150,05/30/2006,1,1,3,3.8,-2
BM,2006,150,05/30/2006,1,1,5,3.4,.1
BM,2006,150,05/30/2006,1,1,12,8.6,-4.6
AL,2006,150,05/30/2006,1,1,0,2.3,-.7
BM,2006,150,05/30/2006,1,1,19,5.7,-2.4
BM,2006,164,06/13/2006,1,1,0,1.3,.2
AL,2006,110,04/20/2006,1,1,0,18,-4.8
BM,2006,114,04/24/2006,1,1,19,5.2,.6
BM,2006,114,04/24/2006,1,1,10,7.2,-.2
BM,2006,114,04/24/2006,1,1,0,4.9,-.7
BM,2006,164,06/13/2006,1,1,10,3.3,.7
AL,2006,87,03/28/2006,1,1,4,.2,.1
AL,2006,87,03/28/2006,1,1,7,8.4,.9
AL,2006,87,03/28/2006,2,1,0,.4,.2
BM,2006,94,04/04/2006,1,1,0,.3,0
BM,2006,94,04/04/2006,1,1,19,7.3,12.9
AL,2006,163,06/12/2006,1,1,0,2.5,-.5
AL,2006,163,06/12/2006,1,1,2,2.6,-.2
BM,2006,52,02/21/2006,1,1,0,1.1,-.2
BM,2006,52,02/21/2006,1,1,3,.4,-.1
BM,2006,52,02/21/2006,1,1,5,.2,-.1
BM,2006,52,02/21/2006,1,1,8,.1,.1
BM,2006,52,02/21/2006,1,1,10,.2,.1
BM,2006,52,02/21/2006,1,1,12,.1,.3
BM,2006,52,02/21/2006,1,1,16,.2,.1
BM,2006,52,02/21/2006,1,1,19,3.5,2
BM,2006,52,02/21/2006,2,1,19,4,1.7
AL,2006,121,05/01/2006,1,1,0,18,1.5
AL,2006,121,05/01/2006,1,1,2,19.5,-2.2
AL,2006,121,05/01/2006,1,1,4,22.1,-5.3
TB,2007,129,05/09/2007,1,1,2,5.6,10.9
TB,2007,129,05/09/2007,1,1,3,8.7,5.5
TB,2007,129,05/09/2007,1,1,5,8.1,5.6
TR,2007,57,02/26/2007,1,2,31,1.7,2
CB,2007,128,05/08/2007,1,1,1,8.2,4.6
CB,2007,128,05/08/2007,2,1,0,7.9,3.6
AL,2007,127,05/07/2007,1,1,0,1.3,.6
AL,2007,127,05/07/2007,1,1,7,2.6,.8
AL,2007,127,05/07/2007,2,1,6,2.2,-.3
BM,2007,127,05/07/2007,1,1,16,3.2,.9
BM,2007,127,05/07/2007,1,1,19,4,-.3
BM,2007,127,05/07/2007,2,1,12,4.9,.1
CR,2007,130,05/10/2007,1,1,5,4.5,-1.1
CR,2007,130,05/10/2007,1,1,12,16.5,-3
TB,2007,129,05/09/2007,1,1,7,7.3,16.9
TB,2007,129,05/09/2007,2,1,2,3.6,11.3
SP,2007,129,05/09/2007,1,1,15,12.4,-3.1
SP,2007,129,05/09/2007,2,1,18,22.9,-6.2
TR,2007,128,05/08/2007,1,2,5,7.4,-1.1
BM,2007,127,05/07/2007,1,1,3,3.7,.2
BM,2007,127,05/07/2007,1,1,5,3.8,.1
BM,2007,127,05/07/2007,1,1,8,4.1,0
BM,2007,127,05/07/2007,1,1,10,3.1,.9
SP,2007,129,05/09/2007,1,1,10,11.1,-3.3
TR,2007,128,05/08/2007,2,2,15,7.5,-1.2
AL,2007,127,05/07/2007,1,1,6,2.2,-.1
BM,2007,127,05/07/2007,1,1,12,5.5,-1.3
CR,2007,130,05/10/2007,1,1,0,3.9,-.6
CR,2007,130,05/10/2007,1,1,19,3.8,1.9
CR,2007,130,05/10/2007,2,1,8,5.8,3
SP,2007,129,05/09/2007,1,1,0,1.8,-.7
SP,2007,129,05/09/2007,1,1,5,3.4,-1.2
TR,2007,128,05/08/2007,1,2,8,6.7,-.4
TR,2007,128,05/08/2007,1,2,27,7.6,-3.1
TR,2007,128,05/08/2007,1,2,32,6.5,-1.7
CR,2007,130,05/10/2007,1,1,3,2.9,.5
TR,2007,128,05/08/2007,1,2,20,7.2,-1.2
TR,2007,128,05/08/2007,1,2,3,8.1,-2.5
CR,2007,130,05/10/2007,1,1,8,7.6,-.8
SP,2007,129,05/09/2007,1,1,8,5.9,-2.4
SP,2007,15,01/15/2007,1,1,10,1.4,.7
SP,2007,15,01/15/2007,1,1,12,.8,.9
SP,2007,15,01/15/2007,1,1,15,.2,1.3
SP,2007,15,01/15/2007,1,1,0,14.6,2.6
SP,2007,15,01/15/2007,1,1,17,-.2,2.5
SP,2007,15,01/15/2007,2,1,10,1.5,.8
TR,2007,18,01/18/2007,1,2,8,3.1,.5
CR,2007,19,01/19/2007,1,1,3,5.9,.1
CR,2007,19,01/19/2007,1,1,15,0,2.2
CB,2007,22,01/22/2007,1,1,1,18.2,10.2
SP,2007,51,02/20/2007,1,1,0,3.6,.5
SP,2007,51,02/20/2007,1,1,3,4.7,1
SP,2007,51,02/20/2007,1,1,5,2.1,.6
SP,2007,51,02/20/2007,1,1,12,.3,.3
CR,2007,19,01/19/2007,1,1,19,.2,2.9
CR,2007,19,01/19/2007,2,1,19,0,2.6
CB,2007,22,01/22/2007,1,1,0,108.7,15
CB,2007,22,01/22/2007,1,1,2,47.3,6.4
CB,2007,22,01/22/2007,2,1,2,31.9,9.5
TB,2007,23,01/23/2007,1,1,0,5.2,9.4
TR,2007,18,01/18/2007,2,2,32,0,5.1
TR,2007,18,01/18/2007,1,2,20,2.1,.7
CR,2007,19,01/19/2007,1,1,5,3.5,2.8
CR,2007,19,01/19/2007,1,1,8,1.3,1.6
CR,2007,19,01/19/2007,1,1,10,.6,1.2
CR,2007,19,01/19/2007,1,1,12,.3,1.2
CR,2007,19,01/19/2007,1,1,0,1.6,.4
AL,2006,121,05/01/2006,1,1,6,18.5,.6
AL,2006,121,05/01/2006,1,1,7,13.5,-1
AL,2006,121,05/01/2006,2,1,2,20.5,-2.3
BM,2006,123,05/03/2006,1,1,0,3.5,.9
BM,2006,123,05/03/2006,1,1,3,5,-1.1
BM,2006,123,05/03/2006,1,1,8,4.8,-.8
BM,2006,123,05/03/2006,1,1,10,6.3,-.6
BM,2006,123,05/03/2006,1,1,12,6.3,-1.2
BM,2006,123,05/03/2006,1,1,16,6.2,-1.3
BM,2006,123,05/03/2006,1,1,19,5.9,-.9
BM,2006,123,05/03/2006,2,1,3,4.1,.7
BM,2006,123,05/03/2006,1,1,5,4.9,-.7
BM,2006,235,08/23/2006,1,1,0,2.7,0
BM,2006,235,08/23/2006,1,1,3,2.2,.4
BM,2006,235,08/23/2006,1,1,5,2.8,.1
BM,2006,235,08/23/2006,1,1,12,5.4,2.1
BM,2006,235,08/23/2006,1,1,16,17.6,5.6
BM,2006,235,08/23/2006,1,1,19,2.8,2.9
BM,2006,235,08/23/2006,2,1,12,5.4,2
BM,2006,248,09/05/2006,1,1,12,10.2,-.5
BM,2006,248,09/05/2006,1,1,16,19.9,11.7
BM,2006,248,09/05/2006,1,1,18,24.1,57.6
BM,2006,248,09/05/2006,1,1,10,6,.6
BM,2006,178,06/27/2006,1,1,0,2,.3
BM,2006,178,06/27/2006,1,1,3,2.1,-.1
BM,2006,178,06/27/2006,1,1,8,.2,5.4
BM,2006,178,06/27/2006,1,1,10,3.8,.7
BM,2006,178,06/27/2006,1,1,12,3.5,.4
BM,2006,178,06/27/2006,1,1,16,2.4,0
BM,2006,178,06/27/2006,1,1,19,2.2,.9
BM,2006,178,06/27/2006,2,1,19,1.7,.5
BM,2006,248,09/05/2006,1,1,0,2.2,.4
BM,2006,248,09/05/2006,1,1,3,2,.5
BM,2006,248,09/05/2006,1,1,5,1.9,.7
BM,2006,248,09/05/2006,1,1,8,3,1
AL,2006,177,06/26/2006,2,1,4,7.1,-.3
AL,2006,177,06/26/2006,1,1,7,53.9,-20.4
BM,2006,164,06/13/2006,2,1,5,1.5,.4
BM,2006,164,06/13/2006,1,1,16,3.7,.6
AL,2006,163,06/12/2006,2,1,7,1.8,.3
AL,2006,163,06/12/2006,1,1,6,5.9,0
SP,2007,129,05/09/2007,1,1,3,3.2,-1
SP,2007,129,05/09/2007,1,1,12,14.2,-4.6
SP,2007,129,05/09/2007,1,1,18,19.9,-.5
TR,2007,116,04/26/2007,1,2,10,7,-2.5
TR,2007,128,05/08/2007,1,2,10,8.3,-2.1
TR,2007,128,05/08/2007,1,2,15,9.6,-3.8
TR,2007,88,03/29/2007,1,2,0,3.1,-.8
CR,2007,88,03/29/2007,1,1,10,6.5,1.3
TB,2007,142,05/22/2007,1,1,3,1.7,8.1
BM,2006,191,07/10/2006,1,1,3,2,.6
BM,2006,191,07/10/2006,1,1,5,2.2,.6
BM,2006,191,07/10/2006,1,1,12,6,2.3
BM,2006,191,07/10/2006,1,1,19,4.1,1.9
BM,2006,191,07/10/2006,1,1,0,2.1,.6
BM,2006,191,07/10/2006,1,1,8,4.2,.8
BM,2006,191,07/10/2006,2,1,0,2.1,.3
AL,2006,58,02/27/2006,1,1,0,.7,-.1
AL,2006,87,03/28/2006,1,1,0,.4,.1
AL,2006,163,06/12/2006,1,1,4,3.5,-.9
BM,2006,16,01/16/2006,1,1,19,.2,.5
BM,2006,114,04/24/2006,2,1,19,6.6,-1.1
AL,2006,110,04/20/2006,1,1,4,10.3,-4.1
BM,2006,164,06/13/2006,1,1,8,3.3,-.7
BM,2006,191,07/10/2006,1,1,16,2.9,.7
AL,2006,163,06/12/2006,1,1,7,2.5,.2
BM,2006,164,06/13/2006,1,1,5,1.9,-.5
BM,2006,164,06/13/2006,1,1,19,4.2,.3
AL,2006,10,01/10/2006,1,1,7,1.5,.2
AL,2006,58,02/27/2006,2,1,4,.3,0
BM,2006,16,01/16/2006,1,1,10,.1,.3
AL,2006,136,05/16/2006,2,1,7,2.2,.9
BM,2006,139,05/19/2006,2,1,10,2.2,.5
AL,2006,206,07/25/2006,1,1,2,2.3,.4
AL,2006,206,07/25/2006,1,1,4,3.6,.5
AL,2006,206,07/25/2006,1,1,7,87,-.8
AL,2006,206,07/25/2006,2,1,0,2.6,.1
BM,2006,206,07/25/2006,1,1,3,4.2,-.1
BM,2006,206,07/25/2006,1,1,8,5.1,1.1
BM,2006,206,07/25/2006,1,1,10,7.1,-1.6
BM,2006,206,07/25/2006,1,1,12,6,2.8
BM,2006,206,07/25/2006,1,1,18,14.7,4.6
BM,2006,206,07/25/2006,2,1,16,21,1.3
AL,2006,206,07/25/2006,1,1,0,.4,3.3
AL,2006,206,07/25/2006,1,1,6,17.6,-1
BM,2006,206,07/25/2006,1,1,16,20.8,-2.3
BM,2006,219,08/07/2006,1,1,3,3.2,.4
TB,2007,142,05/22/2007,1,1,2,46.6,7.7
AL,2007,141,05/21/2007,1,1,4,2.9,-.1
BM,2007,58,02/27/2007,1,1,19,2.6,3.5
TB,2007,142,05/22/2007,1,1,0,1.5,.6
TB,2007,142,05/22/2007,1,1,7,12,11.9
TB,2007,142,05/22/2007,2,1,2,42.4,-10.3
CB,2007,143,05/23/2007,1,1,1,13.1,-1
CB,2007,143,05/23/2007,1,1,2,16,14.3
AL,2007,141,05/21/2007,2,1,2,2.7,-.2
BM,2007,142,05/22/2007,1,1,0,1.7,-.2
BM,2007,142,05/22/2007,1,1,5,2,-.7
AL,2007,141,05/21/2007,1,1,6,2.8,.3
SP,2007,141,05/21/2007,1,1,3,2,-.4
SP,2007,141,05/21/2007,1,1,10,7.7,-.1
AL,2007,141,05/21/2007,1,1,7,6.4,1.7
CR,2007,144,05/24/2007,2,1,8,5.5,1.1
TR,2007,143,05/23/2007,1,2,5,3.7,-.5
CB,2007,143,05/23/2007,2,1,0,2.8,1
CR,2007,144,05/24/2007,1,1,10,3.6,4
CR,2007,144,05/24/2007,1,1,3,1.5,.8
