LAKEID,YEAR4,DAYNUM,SAMPLEDATE,EXTCOEF,LIGHTEXT_FLAG,COMMENTS
AL,1995,52,02/21/1995,,V,extcoef: Insufficient light data
BM,1995,11,01/11/1995,,V,extcoef: Insufficient light data
BM,1995,52,02/21/1995,.471,,
CB,1995,12,01/12/1995,2.335,,
CB,1995,46,02/15/1995,,V,extcoef: Insufficient light data
CB,1995,79,03/20/1995,2.714,,
CR,1995,13,01/13/1995,.573,,
CR,1995,44,02/13/1995,.47,,
TR,1995,80,03/21/1995,.302,,
AL,1995,121,05/01/1995,.822,,
AL,1995,135,05/15/1995,.711,,
AL,1995,150,05/30/1995,.703,,
AL,1995,163,06/12/1995,.663,,
BM,1995,136,05/16/1995,.323,,
BM,1995,123,05/03/1995,,V,extcoef: Light not monotonically decreasing
BM,1995,150,05/30/1995,.253,,
CB,1995,137,05/17/1995,1.695,,
CB,1995,122,05/02/1995,1.693,,
CR,1995,137,05/17/1995,.318,,
CR,1995,123,05/03/1995,,V,extcoef: Light not monotonically decreasing
CR,1995,151,05/31/1995,.221,,
CR,1995,166,06/15/1995,.235,,
SP,1995,135,05/15/1995,,V,extcoef: Light not monotonically decreasing
SP,1995,151,05/31/1995,.312,,
SP,1995,165,06/14/1995,.351,,
TB,1995,121,05/01/1995,3.09,,
TB,1995,136,05/16/1995,,V,extcoef: Light not monotonically decreasing
TB,1995,152,06/01/1995,3.087,,
TB,1995,164,06/13/1995,2.968,,
TR,1995,124,05/04/1995,.366,,
TR,1995,152,06/01/1995,.408,,
TR,1995,165,06/14/1995,.35,,
AL,1995,177,06/26/1995,.752,,
AL,1995,191,07/10/1995,.661,,
AL,1995,207,07/26/1995,.775,,
AL,1995,220,08/08/1995,.84,,
TR,1998,266,09/23/1998,.415,,
AL,1998,292,10/19/1998,1.332,,
AL,1998,308,11/04/1998,1.024,,
AL,1998,112,04/22/1998,.841,,
BM,1998,293,10/20/1998,.402,,
BM,1998,306,11/02/1998,.578,,
BM,1998,113,04/23/1998,.311,,
CB,1998,294,10/21/1998,,V,extcoef: Light not monotonically decreasing
CB,1998,306,11/02/1998,1.999,,
CB,1998,110,04/20/1998,3.032,,
CR,1998,295,10/22/1998,.351,,
CR,1998,308,11/04/1998,.355,,
CR,1998,112,04/22/1998,.274,,
SP,1998,293,10/20/1998,.355,,
SP,1998,316,11/12/1998,.769,,
SP,1998,110,04/20/1998,.49,,
TB,1998,292,10/19/1998,5.14,,
TB,1998,316,11/12/1998,4.87,,
TB,1998,111,04/21/1998,3.61,,
TR,1998,294,10/21/1998,.574,,
TR,1998,317,11/13/1998,.982,,
TR,1998,111,04/21/1998,.564,,
AL,1998,180,06/29/1998,.782,,
AL,1998,210,07/29/1998,.81,,
AL,1998,223,08/11/1998,.791,,
BM,1998,181,06/30/1998,.321,,
BM,1998,209,07/28/1998,.333,,
BM,1998,194,07/13/1998,.334,,
BM,1998,223,08/11/1998,.344,,
CB,1998,181,06/30/1998,2.022,,
CB,1998,209,07/28/1998,2.019,,
CB,1998,196,07/15/1998,2.268,,
CB,1998,222,08/10/1998,2.017,,
CR,1998,211,07/30/1998,.307,,
CR,1998,182,07/01/1998,.312,,
CR,1998,196,07/15/1998,.32,,
CR,1998,224,08/12/1998,.301,,
SP,1998,180,06/29/1998,.341,,
SP,1998,208,07/27/1998,.329,,
SP,1998,195,07/14/1998,.332,,
TR,1996,26,01/26/1996,,V,extcoef: Insufficient light data
TR,1996,53,02/22/1996,.654,,
TR,1996,93,04/02/1996,,V,extcoef: Insufficient light data
CB,1996,99,04/08/1996,,V,extcoef: No light data
CR,1996,23,01/23/1996,,V,extcoef: Insufficient light data
CR,1996,50,02/19/1996,.269,,
CR,1996,101,04/10/1996,,V,extcoef: No light data
AL,1996,16,01/16/1996,,V,extcoef: Insufficient light data
AL,1996,51,02/20/1996,,V,extcoef: No light data
AL,1996,99,04/08/1996,,V,extcoef: No light data
BM,1996,54,02/23/1996,,V,extcoef: Insufficient light data
BM,1996,38,02/07/1996,,V,extcoef: Insufficient light data
BM,1996,100,04/09/1996,,V,extcoef: Insufficient light data
CB,1996,17,01/17/1996,,V,extcoef: No light data
CB,1996,51,02/20/1996,,V,extcoef: No light data
TB,1996,52,02/21/1996,,V,extcoef: Insufficient light data
TB,1996,93,04/02/1996,,V,extcoef: Insufficient light data
BM,1997,126,05/06/1997,.326,,
BM,1997,153,06/02/1997,.308,,
CB,1997,139,05/19/1997,1.957,,
CB,1997,127,05/07/1997,2.348,,
CB,1997,153,06/02/1997,2.144,,
CR,1997,139,05/19/1997,.335,,
CR,1997,127,05/07/1997,.285,,
CR,1997,154,06/03/1997,.322,,
SP,1997,141,05/21/1997,.432,,
SP,1997,126,05/06/1997,.566,,
SP,1997,155,06/04/1997,.407,,
TB,1997,140,05/20/1997,3.55,,
TB,1997,125,05/05/1997,4.12,,
TB,1997,155,06/04/1997,4.709,,
TR,1997,133,05/13/1997,.527,,
TR,1997,143,05/23/1997,.472,,
TR,1997,156,06/05/1997,,V,extcoef: Light not monotonically decreasing
TB,1997,49,02/18/1997,,V,extcoef: Insufficient light data
TB,1997,83,03/24/1997,,V,extcoef: Insufficient light data
TR,1997,24,01/24/1997,,V,extcoef: Insufficient light data
TR,1997,52,02/21/1997,.514,,
TR,1997,99,04/09/1997,.373,,
CB,1997,100,04/10/1997,3.39,,
CR,1997,49,02/18/1997,.25,,
CR,1997,90,03/31/1997,.168,,
SP,1997,14,01/14/1997,,V,extcoef: No light data
SP,1997,48,02/17/1997,,V,extcoef: No light data
SP,1997,84,03/25/1997,,V,extcoef: Insufficient light data
TB,1997,21,01/21/1997,,V,extcoef: Insufficient light data
AL,1997,133,05/13/1997,.909,,
AL,1997,140,05/20/1997,.821,,
AL,1997,154,06/03/1997,.694,,
BM,1997,141,05/21/1997,.299,,
AL,1997,20,01/20/1997,,V,extcoef: Insufficient light data
AL,1997,57,02/26/1997,,V,extcoef: Insufficient light data
AL,1997,78,03/19/1997,,V,extcoef: Insufficient light data
BM,1997,15,01/15/1997,,V,extcoef: No light data
BM,1997,51,02/20/1997,,V,extcoef: Insufficient light data
BM,1997,92,04/02/1997,.263,,
CB,1997,48,02/17/1997,,V,extcoef: Insufficient light data
TR,1996,274,09/30/1996,.419,,
TR,1996,250,09/06/1996,,V,extcoef: Light not monotonically decreasing
BM,1996,261,09/17/1996,.384,,
BM,1996,247,09/03/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,275,10/01/1996,1.954,,
CB,1996,288,10/14/1996,2.107,,
CB,1996,310,11/05/1996,1.963,,
CB,1996,262,09/18/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,249,09/05/1996,2.093,,
CR,1996,275,10/01/1996,.27,,
TR,1996,260,09/16/1996,.402,,
TB,1996,248,09/04/1996,2.935,,
TR,1996,289,10/15/1996,.494,,
TR,1996,312,11/07/1996,.705,,
CR,1996,290,10/16/1996,,V,extcoef: Light not monotonically decreasing
CR,1996,310,11/05/1996,.293,,
CR,1996,263,09/19/1996,.265,,
CR,1996,248,09/04/1996,.28,,
SP,1996,311,11/06/1996,.594,,
SP,1996,262,09/18/1996,.389,,
SP,1996,274,09/30/1996,.351,,
BM,1996,311,11/06/1996,.365,,
SP,1996,249,09/05/1996,,V,extcoef: Light not monotonically decreasing
TB,1996,291,10/17/1996,3.174,,
TB,1996,277,10/03/1996,3.605,,
TB,1996,309,11/04/1996,3.625,,
TB,1996,261,09/17/1996,3.466,,
SP,1996,207,07/25/1996,.351,,
SP,1996,233,08/20/1996,.365,,
SP,1996,221,08/08/1996,.309,,
TB,1996,193,07/11/1996,3.177,,
TB,1996,233,08/20/1996,6.368,,
TB,1996,219,08/06/1996,2.944,,
AL,1996,290,10/16/1996,,V,extcoef: Light not monotonically decreasing
AL,1996,276,10/02/1996,1.303,,
AL,1996,309,11/04/1996,1.51,,
AL,1996,260,09/16/1996,1.011,,
AL,1996,247,09/03/1996,.744,,
BM,1996,288,10/14/1996,.367,,
BM,1996,276,10/02/1996,.362,,
TR,1996,232,08/19/1996,.371,,
TR,1996,218,08/05/1996,.371,,
SP,1996,192,07/10/1996,.368,,
CR,1997,209,07/28/1997,,V,extcoef: Light not monotonically decreasing
CR,1997,224,08/12/1997,,V,extcoef: No light data
SP,1997,169,06/18/1997,.35,,
SP,1997,182,07/01/1997,.347,,
SP,1997,198,07/17/1997,,V,extcoef: Light not monotonically decreasing
SP,1997,210,07/29/1997,,V,extcoef: Light not monotonically decreasing
SP,1997,225,08/13/1997,,V,extcoef: No light data
TB,1997,170,06/19/1997,3.129,,
TB,1997,197,07/16/1997,,V,extcoef: Light not monotonically decreasing
TB,1997,209,07/28/1997,2.889,,
TB,1997,184,07/03/1997,2.851,,
TB,1997,223,08/11/1997,,V,extcoef: No light data
TR,1997,168,06/17/1997,.312,,
TR,1997,197,07/16/1997,,V,extcoef: Light not monotonically decreasing
TR,1997,183,07/02/1997,.309,,
TR,1997,211,07/30/1997,,V,extcoef: No light data
TR,1997,224,08/12/1997,.275,,
AL,1997,293,10/20/1997,1.976,,
AL,1997,280,10/07/1997,1.31,,
AL,1997,239,08/27/1997,,V,extcoef: No light data
AL,1997,268,09/25/1997,1.31,,
AL,1997,251,09/08/1997,.761,,
BM,1997,283,10/10/1997,,V,extcoef: Light not monotonically decreasing
BM,1997,295,10/22/1997,.488,,
BM,1997,239,08/27/1997,,V,extcoef: No light data
BM,1997,253,09/10/1997,.312,,
BM,1997,265,09/22/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,279,10/06/1997,2.691,,
CB,1997,238,08/26/1997,1.082,,
CB,1997,254,09/11/1997,2.067,,
CB,1997,265,09/22/1997,2.249,,
CR,1997,293,10/20/1997,.232,,
CR,1997,279,10/06/1997,.203,,
CR,1997,237,08/25/1997,.28,,
CR,1997,266,09/23/1997,.271,,
CR,1997,251,09/08/1997,.239,,
SP,1997,297,10/24/1997,.437,,
SP,1997,280,10/07/1997,.3,,
SP,1997,240,08/28/1997,.325,,
SP,1997,252,09/09/1997,.318,,
TB,1997,294,10/21/1997,5.793,,
TB,1997,281,10/08/1997,2.809,,
TB,1997,237,08/25/1997,,V,extcoef: Insufficient light data
TB,1997,253,09/10/1997,3.063,,
TB,1997,267,09/24/1997,3.729,,
TR,1997,296,10/23/1997,.618,,
TR,1997,281,10/08/1997,.376,,
TR,1997,238,08/26/1997,,V,extcoef: No light data
TR,1997,266,09/23/1997,.369,,
TR,1997,252,09/09/1997,.297,,
AL,1997,311,11/07/1997,1.015,,
BM,1997,316,11/12/1997,.407,,
CB,1997,310,11/06/1997,2.737,,
CR,1997,314,11/10/1997,.319,,
SP,1997,314,11/10/1997,.544,,
TR,1997,315,11/11/1997,.872,,
TB,1998,279,10/06/1998,,V,extcoef: Insufficient light data
TB,1998,239,08/27/1998,3.248,,
TB,1998,253,09/10/1998,3.318,,
TB,1998,266,09/23/1998,3.168,,
TR,1998,281,10/08/1998,.575,,
TR,1998,237,08/25/1998,.338,,
TR,1998,254,09/11/1998,,V,extcoef: Light not monotonically decreasing
SP,1998,252,09/09/1998,.33,,
BM,1998,278,10/05/1998,.354,,
BM,1998,236,08/24/1998,.346,,
BM,1998,264,09/21/1998,.334,,
CB,1998,280,10/07/1998,2.138,,
CB,1998,236,08/24/1998,1.689,,
CB,1998,264,09/21/1998,2.245,,
CB,1998,251,09/08/1998,2.032,,
CR,1998,280,10/07/1998,.28,,
CR,1998,238,08/26/1998,.252,,
CR,1998,253,09/10/1998,.29,,
CR,1998,265,09/22/1998,.267,,
SP,1998,279,10/06/1998,.312,,
SP,1998,238,08/26/1998,.323,,
SP,1998,267,09/24/1998,.264,,
AL,1998,252,09/09/1998,.862,,
SP,1998,139,05/19/1998,.37,,
SP,1998,125,05/05/1998,.407,,
SP,1998,152,06/01/1998,.366,,
SP,1998,166,06/15/1998,.344,,
TB,1998,140,05/20/1998,3.056,,
TB,1998,126,05/06/1998,3.551,,
TB,1998,168,06/17/1998,2.651,,
TB,1998,153,06/02/1998,2.905,,
TR,1998,127,05/07/1998,.428,,
TR,1998,167,06/16/1998,.326,,
TR,1998,155,06/04/1998,.371,,
AL,1998,278,10/05/1998,1.315,,
AL,1998,237,08/25/1998,.831,,
AL,1998,265,09/22/1998,.971,,
CR,1998,154,06/03/1998,.329,,
AL,1998,138,05/18/1998,.739,,
AL,1998,124,05/04/1998,.798,,
AL,1998,152,06/01/1998,.631,,
BM,1998,138,05/18/1998,.269,,
BM,1998,124,05/04/1998,.285,,
BM,1998,169,06/18/1998,.308,,
BM,1998,153,06/02/1998,.278,,
CB,1998,139,05/19/1998,1.732,,
CB,1998,125,05/05/1998,,V,extcoef: Light not monotonically decreasing
CB,1998,167,06/16/1998,1.959,,
CB,1998,154,06/03/1998,2.104,,
CR,1998,140,05/20/1998,.336,,
CR,1998,126,05/06/1998,.321,,
CR,1998,166,06/15/1998,.319,,
TR,1998,79,03/20/1998,.716,,
BM,1998,50,02/19/1998,.225,,
BM,1998,78,03/19/1998,.606,,
CB,1998,20,01/20/1998,,V,extcoef: Insufficient light data
CB,1998,50,02/19/1998,2.534,,
CB,1998,76,03/17/1998,3.068,,
CR,1998,14,01/14/1998,,V,extcoef: Insufficient light data
CR,1998,47,02/16/1998,.274,,
CR,1998,77,03/18/1998,.563,,
SP,1998,12,01/12/1998,,V,extcoef: Insufficient light data
SP,1998,54,02/23/1998,.359,,
SP,1998,77,03/18/1998,,V,extcoef: Insufficient light data
TB,1998,19,01/19/1998,,V,extcoef: Insufficient light data
TB,1998,49,02/18/1998,,V,extcoef: Insufficient light data
TB,1998,75,03/16/1998,,V,extcoef: Insufficient light data
TR,1998,16,01/16/1998,,V,extcoef: Insufficient light data
TR,1998,51,02/20/1998,.604,,
BM,1998,15,01/15/1998,,V,extcoef: Insufficient light data
AL,1998,19,01/19/1998,,V,extcoef: Insufficient light data
AL,1998,55,02/24/1998,.765,,
AL,1998,75,03/16/1998,.932,,
TB,2000,108,04/17/2000,3.851,,
CB,2000,108,04/17/2000,2.366,,
BM,2000,109,04/18/2000,.316,,
TB,2000,52,02/21/2000,,V,extcoef: Insufficient light data
CR,2000,52,02/21/2000,.595,,
SP,2000,53,02/22/2000,,V,extcoef: Insufficient light data
CB,2000,54,02/23/2000,,V,extcoef: Insufficient light data
BM,2000,54,02/23/2000,,V,extcoef: Insufficient light data
TR,2000,55,02/24/2000,.374,,
AL,2000,55,02/24/2000,.67,,
TB,2000,304,10/30/2000,3.297,,
TR,2000,305,10/31/2000,.462,,
CB,2000,305,10/31/2000,1.811,,
SP,2000,306,11/01/2000,.239,,
TR,2000,292,10/18/2000,.475,,
SP,2000,109,04/18/2000,.442,,
CR,2000,110,04/19/2000,.258,,
TR,2000,115,04/24/2000,.465,,
AL,2000,115,04/24/2000,.671,,
CB,2000,122,05/01/2000,1.917,,
TR,2000,122,05/01/2000,.403,,
SP,2000,123,05/02/2000,.352,,
BM,2000,123,05/02/2000,.297,,
CR,2000,124,05/03/2000,.26,,
TB,2000,124,05/03/2000,4.3,,
AL,2000,125,05/04/2000,.577,,
CB,2000,89,03/29/2000,3.336,,
AL,2000,94,04/03/2000,.694,,
CR,2000,95,04/04/2000,.253,,
BM,2000,96,04/05/2000,.288,,
TB,2000,96,04/05/2000,4.328,,
SP,2000,97,04/06/2000,.494,,
TR,2000,101,04/10/2000,.479,,
CR,2000,17,01/17/2000,,V,extcoef: Insufficient light data
SP,2000,18,01/18/2000,,V,extcoef: Insufficient light data
TR,2000,19,01/19/2000,,V,extcoef: Insufficient light data
BM,2000,24,01/24/2000,,V,extcoef: Insufficient light data
AL,2000,26,01/26/2000,,V,extcoef: Insufficient light data
TB,2000,27,01/27/2000,,V,extcoef: Insufficient light data
CB,2000,28,01/28/2000,,V,extcoef: Insufficient light data
SP,2000,277,10/03/2000,.26,,
TR,2000,278,10/04/2000,.543,,
TB,2000,278,10/04/2000,3.908,,
CR,2000,279,10/05/2000,.196,,
BM,2000,290,10/16/2000,.312,,
AL,2000,290,10/16/2000,.79,,
TB,2000,291,10/17/2000,,V,extcoef: Insufficient light data
SP,2000,291,10/17/2000,.284,,
TB,2000,136,05/15/2000,4.115,,
TR,2000,137,05/16/2000,.36,,
AL,2000,137,05/16/2000,.525,,
SP,2000,138,05/17/2000,.333,,
CB,2000,138,05/17/2000,1.866,,
CR,2000,139,05/18/2000,.263,,
BM,2000,136,05/15/2000,.246,,
BM,2000,151,05/30/2000,.246,,
TB,2001,320,11/16/2001,3.337,,
SP,2001,288,10/15/2001,.236,,
AL,2001,288,10/15/2001,.821,,
TB,2001,289,10/16/2001,3.282,,
BM,2001,289,10/16/2001,.37,,
CB,2001,290,10/17/2001,1.982,,
CR,2001,290,10/17/2001,.274,,
TR,2001,291,10/18/2001,.401,,
SP,2001,302,10/29/2001,.33,,
AL,2001,302,10/29/2001,.814,,
TB,2001,303,10/30/2001,4.049,,
CB,2001,303,10/30/2001,1.75,,
BM,2001,247,09/04/2001,.322,,
SP,2001,247,09/04/2001,,V,extcoef: Light not monotonically decreasing
AL,2001,248,09/05/2001,.684,,
CB,2001,248,09/05/2001,2.033,,
TB,2001,249,09/06/2001,4.074,,
CR,2001,249,09/06/2001,.234,,
TR,2001,250,09/07/2001,.324,,
TB,2001,274,10/01/2001,4.142,,
BM,2001,274,10/01/2001,.307,,
SP,2001,275,10/02/2001,.258,,
CB,2001,275,10/02/2001,,V,extcoef: Light not monotonically decreasing
AL,2001,276,10/03/2001,.716,,
TR,2001,276,10/03/2001,.34,,
CR,2001,277,10/04/2001,,V,extcoef: No light data
AL,2001,235,08/23/2001,.705,,
AL,2001,260,09/17/2001,.678,,
BM,2001,260,09/17/2001,.284,,
TB,2001,261,09/18/2001,4.605,,
SP,2001,261,09/18/2001,.242,,
TR,2001,262,09/19/2001,.322,,
CB,2001,262,09/19/2001,2.177,,
CR,2001,263,09/20/2001,.295,,
BM,2001,219,08/07/2001,.319,,
TB,2001,219,08/07/2001,3.461,,
TR,2001,220,08/08/2001,.35,,
CB,2001,220,08/08/2001,2.15,,
CR,2001,221,08/09/2001,.251,,
SP,2001,232,08/20/2001,.264,,
BM,2001,233,08/21/2001,.315,,
TB,2001,233,08/21/2001,3.027,,
CB,2001,234,08/22/2001,2.176,,
TR,2001,234,08/22/2001,.365,,
CR,2001,235,08/23/2001,,V,extcoef: Light not monotonically decreasing
AL,2001,204,07/23/2001,.689,,
TB,2001,204,07/23/2001,4.245,,
SP,2001,205,07/24/2001,.279,,
CB,2001,205,07/24/2001,2.178,,
BM,2001,206,07/25/2001,.328,,
CR,2001,206,07/25/2001,.274,,
SP,2000,151,05/30/2000,.282,,
TR,2000,152,05/31/2000,.351,,
CB,2000,152,05/31/2000,1.425,,
CR,2000,153,06/01/2000,.233,,
AL,2000,154,06/02/2000,.565,,
TB,2000,154,06/02/2000,4.418,,
TR,2000,263,09/19/2000,.457,,
AL,2000,263,09/19/2000,1.015,,
TB,2000,264,09/20/2000,2.217,,
BM,2000,264,09/20/2000,.357,,
CR,2000,265,09/21/2000,.273,,
AL,2000,276,10/02/2000,1.188,,
CB,2000,276,10/02/2000,2.247,,
BM,2000,277,10/03/2000,.336,,
SP,2000,262,09/18/2000,.335,,
AL,2000,252,09/08/2000,1.149,,
CB,2000,262,09/18/2000,2.168,,
TR,2000,164,06/12/2000,.313,,
TB,2000,164,06/12/2000,3.651,,
SP,2000,165,06/13/2000,.293,,
AL,2000,165,06/13/2000,.354,,
CR,2000,166,06/14/2000,.231,,
CB,2000,166,06/14/2000,1.66,,
BM,2000,167,06/15/2000,.265,,
BM,2000,178,06/26/2000,.266,,
TB,2000,178,06/26/2000,4.418,,
SP,2000,179,06/27/2000,.277,,
TR,2000,179,06/27/2000,.321,,
CB,2000,180,06/28/2000,1.825,,
CR,2000,180,06/28/2000,,V,extcoef: Light not monotonically decreasing
AL,2000,181,06/29/2000,.663,,
CB,2000,192,07/10/2000,1.688,,
BM,2000,192,07/10/2000,.304,,
TR,2000,193,07/11/2000,.289,,
SP,2000,194,07/12/2000,.374,,
AL,2000,194,07/12/2000,.458,,
CR,2000,195,07/13/2000,.099,,
AL,2000,206,07/24/2000,.769,,
BM,2000,206,07/24/2000,.308,,
TR,2000,207,07/25/2000,.356,,
TB,2000,207,07/25/2000,3.386,,
SP,2000,208,07/26/2000,.312,,
CR,2000,209,07/27/2000,.283,,
CB,2000,209,07/27/2000,2.809,,
TR,2000,220,08/07/2000,.338,,
BM,2000,220,08/07/2000,.332,,
SP,2000,221,08/08/2000,.261,,
CB,2000,221,08/08/2000,1.82,,
AL,2000,222,08/09/2000,.711,,
TB,2000,222,08/09/2000,3.348,,
CR,2000,223,08/10/2000,.267,,
CR,2000,234,08/21/2000,.265,,
SP,2000,234,08/21/2000,.347,,
TR,2000,235,08/22/2000,.375,,
CB,2000,235,08/22/2000,2.873,,
AL,2000,236,08/23/2000,,V,extcoef: Light not monotonically decreasing
TB,2000,236,08/23/2000,3.473,,
BM,2000,237,08/24/2000,.362,,
TB,2000,249,09/05/2000,4.103,,
TR,2000,249,09/05/2000,.374,,
SP,2000,250,09/06/2000,.313,,
CB,2000,250,09/06/2000,2.122,,
BM,2000,251,09/07/2000,.283,,
CR,2000,252,09/08/2000,.252,,
TB,2001,50,02/19/2001,,V,extcoef: Insufficient light data
CR,2001,51,02/20/2001,.147,,
BM,2001,54,02/23/2001,.262,,
TR,2001,58,02/27/2001,.312,,
SP,2001,59,02/28/2001,.212,,
CB,2001,60,03/01/2001,,V,extcoef: Insufficient light data
AL,2001,61,03/02/2001,.679,,
BM,2001,96,04/06/2001,.215,,
AL,2001,92,04/02/2001,.568,,
CB,2001,92,04/02/2001,,V,extcoef: Insufficient light data
TB,2001,93,04/03/2001,,V,extcoef: Insufficient light data
SP,2001,93,04/03/2001,.232,,
CR,2001,94,04/04/2001,.233,,
TR,2001,96,04/06/2001,.203,,
BM,2001,18,01/18/2001,,V,extcoef: Light not monotonically decreasing
CB,2001,16,01/16/2001,,V,extcoef: No light data
CR,2001,19,01/19/2001,.336,,
SP,2001,22,01/22/2001,.309,,
TB,2001,24,01/24/2001,,V,extcoef: Insufficient light data
TR,2001,25,01/25/2001,.387,,
AL,2001,26,01/26/2001,.591,,
CR,2001,304,10/31/2001,.288,,
BM,2001,304,10/31/2001,.357,,
TR,2001,305,11/01/2001,.605,,
BM,2001,316,11/12/2001,.287,,
CB,2001,316,11/12/2001,2.816,,
CR,2001,317,11/13/2001,.252,,
TR,2001,318,11/14/2001,.544,,
AL,2001,318,11/14/2001,,V,extcoef: Light not monotonically decreasing
SP,2001,319,11/15/2001,.346,,
SP,1998,224,08/12/1998,.319,,
TB,1998,195,07/14/1998,,V,extcoef: Insufficient light data
TB,1998,208,07/27/1998,2.631,,
TB,1998,222,08/10/1998,2.451,,
TR,1998,197,07/16/1998,.321,,
TR,1998,183,07/02/1998,.326,,
TR,1998,210,07/29/1998,.384,,
TR,1998,225,08/13/1998,.327,,
CB,1995,290,10/17/1995,1.562,,
CB,1995,304,10/31/1995,1.638,,
AL,1999,56,02/25/1999,,V,extcoef: Insufficient light data
AL,1999,82,03/23/1999,.728,,
AL,1999,155,06/04/1999,.559,,
AL,1999,167,06/16/1999,.694,,
AL,1999,21,01/21/1999,,V,extcoef: Insufficient light data
AL,1999,126,05/06/1999,.675,,
AL,1999,137,05/17/1999,,V,extcoef: Light not monotonically decreasing
AL,1999,179,06/28/1999,.775,,
AL,1999,195,07/14/1999,.642,,
AL,1999,209,07/28/1999,.699,,
AL,1999,222,08/10/1999,.707,,
AL,1999,238,08/26/1999,.706,,
AL,1999,250,09/07/1999,.847,,
AL,1999,265,09/22/1999,1.326,,
AL,1999,277,10/04/1999,1.135,,
AL,1999,292,10/19/1999,.862,,
AL,1999,309,11/05/1999,.848,,
BM,1999,123,05/03/1999,.402,,
BM,1999,55,02/24/1999,,V,extcoef: Insufficient light data
BM,1999,83,03/24/1999,.349,,
BM,1999,152,06/01/1999,.262,,
BM,1999,166,06/15/1999,.294,,
BM,1999,15,01/15/1999,,V,extcoef: Insufficient light data
BM,1999,138,05/18/1999,.293,,
BM,1999,179,06/28/1999,.272,,
BM,1999,194,07/13/1999,.273,,
BM,1999,208,07/27/1999,.335,,
BM,1999,224,08/12/1999,.311,,
BM,1999,239,08/27/1999,.339,,
BM,1999,250,09/07/1999,.338,,
BM,1999,266,09/23/1999,.361,,
BM,1999,277,10/04/1999,.377,,
BM,1999,294,10/21/1999,,V,extcoef: Light not monotonically decreasing
BM,1999,315,11/11/1999,,V,extcoef: No light data
CB,1999,56,02/25/1999,,V,extcoef: Insufficient light data
CB,1999,88,03/29/1999,,V,extcoef: Light not monotonically decreasing
CB,1999,153,06/02/1999,1.241,,
CB,1999,165,06/14/1999,2.479,,
CB,1999,19,01/19/1999,,V,extcoef: Insufficient light data
CB,1999,124,05/04/1999,2.757,,
CB,1999,139,05/19/1999,,V,extcoef: Light not monotonically decreasing
CB,1999,181,06/30/1999,1.757,,
CB,1999,194,07/13/1999,2.54,,
CB,1999,207,07/26/1999,1.909,,
CB,1999,221,08/09/1999,3.196,,
CB,1999,252,09/09/1999,2.298,,
CB,1999,264,09/21/1999,2.606,,
CB,1999,278,10/05/1999,2.334,,
CB,1999,293,10/20/1999,5.01,,
CB,1999,307,11/03/1999,1.97,,
CR,1999,53,02/22/1999,.502,,
CR,1999,78,03/19/1999,.405,,
CR,1999,154,06/03/1999,.291,,
CR,1999,168,06/17/1999,.27,,
CR,1999,19,01/19/1999,,V,extcoef: Insufficient light data
CR,1999,125,05/05/1999,.283,,
CR,1999,139,05/19/1999,.294,,
CR,1999,181,06/30/1999,.272,,
CR,1999,195,07/14/1999,.275,,
CR,1999,210,07/29/1999,.307,,
CR,1999,223,08/11/1999,.23,,
CR,1999,237,08/25/1999,.286,,
CR,1999,251,09/08/1999,.25,,
CR,1999,265,09/22/1999,.283,,
CR,1999,279,10/06/1999,.273,,
CR,1999,293,10/20/1999,.284,,
CR,1999,313,11/09/1999,.281,,
SP,1999,54,02/23/1999,,V,extcoef: Insufficient light data
SP,1999,83,03/24/1999,.418,,
SP,1999,153,06/02/1999,.301,,
SP,1999,167,06/16/1999,.293,,
SP,1999,18,01/18/1999,,V,extcoef: Insufficient light data
SP,1999,124,05/04/1999,.326,,
SP,1999,140,05/20/1999,.284,,
SP,1999,182,07/01/1999,.279,,
SP,1999,196,07/15/1999,.299,,
SP,1999,209,07/28/1999,.32,,
SP,1999,222,08/10/1999,.275,,
SP,1999,235,08/23/1999,.245,,
SP,1999,252,09/09/1999,.292,,
SP,1999,266,09/23/1999,.374,,
SP,1999,281,10/08/1999,.312,,
SP,1999,292,10/19/1999,.319,,
SP,1999,314,11/10/1999,.771,,
TB,1999,55,02/24/1999,,V,extcoef: Insufficient light data
TB,1999,82,03/23/1999,3.918,,
TB,1999,154,06/03/1999,3.323,,
TB,1999,165,06/14/1999,2.756,,
TB,1999,22,01/22/1999,,V,extcoef: Insufficient light data
TB,1999,126,05/06/1999,2.814,,
TB,1999,138,05/18/1999,2.691,,
TB,1999,182,07/01/1999,3.331,,
TB,1999,193,07/12/1999,2.963,,
TB,1999,207,07/26/1999,2.893,,
TB,1999,223,08/11/1999,,V,extcoef: Light not monotonically decreasing
TB,1999,238,08/26/1999,3.408,,
TB,1999,253,09/10/1999,,V,extcoef: Insufficient light data
TB,1999,263,09/20/1999,4.177,,
TB,1999,279,10/06/1999,3.61,,
TB,1999,294,10/21/1999,6.535,,
TB,1999,308,11/04/1999,3.696,,
TR,1999,57,02/26/1999,,V,extcoef: Insufficient light data
TR,1999,85,03/26/1999,.431,,
TR,1999,159,06/08/1999,.327,,
TR,1999,166,06/15/1999,.352,,
